Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
7.2,5.173007,19.0,3.0,7.2,0,,,,,,,,,,
,,,,,3,4.0,4,,,,,,,,
,,,,,8,5.0,5,,,,,,,,
,,,,,13,5.0,5,,,,,,,,
,,,,,16,3.0,3,,,,,,,,
,,,,,21,5.0,5,,,,,,,,
,,,,,29,8.0,8,,,,,,,,
,,,,,33,4.0,4,,,,,,,,
,,,,,36,3.0,3,,,,,,,,
,,,,,40,4.0,4,,,,,,,,
,,,,,52,12.0,12,,,,,,,,
,,,,,57,5.0,5,,,,,,,,
,,,,,66,9.0,9,,,,,,,,
,,,,,75,9.0,9,,,,,,,,
,,,,,81,6.0,6,,,,,,,,
,,,,,86,5.0,5,,,,,,,,
,,,,,91,5.0,5,,,,,,,,
,,,,,94,3.0,3,,,,,,,,
,,,,,104,10.0,10,,,,,,,,
,,,,,108,4.0,4,,,,,,,,
,,,,,116,8.0,8,,,,,,,,
,,,,,119,3.0,3,,,,,,,,
,,,,,122,3.0,3,,,,,,,,
,,,,,133,11.0,11,,,,,,,,
,,,,,139,6.0,6,,,,,,,,
,,,,,146,7.0,7,,,,,,,,
,,,,,155,9.0,9,,,,,,,,
,,,,,159,4.0,4,,,,,,,,
,,,,,165,6.0,6,,,,,,,,
,,,,,173,8.0,8,,,,,,,,
,,,,,178,5.0,5,,,,,,,,
,,,,,181,3.0,3,,,,,,,,
,,,,,186,5.0,5,,,,,,,,
,,,,,191,5.0,5,,,,,,,,
,,,,,194,3.0,3,,,,,,,,
,,,,,199,5.0,5,,,,,,,,
,,,,,203,4.0,4,,,,,,,,
,,,,,207,4.0,4,,,,,,,,
,,,,,211,4.0,4,,,,,,,,
,,,,,215,4.0,4,,,,,,,,
,,,,,221,6.0,6,,,,,,,,
,,,,,224,3.0,3,,,,,,,,
,,,,,228,4.0,4,,,,,,,,
,,,,,231,3.0,3,,,,,,,,
,,,,,238,7.0,7,,,,,,,,
,,,,,242,4.0,4,,,,,,,,
,,,,,250,8.0,8,,,,,,,,
,,,,,253,3.0,3,,,,,,,,
,,,,,264,11.0,11,,,,,,,,
,,,,,267,3.0,3,,,,,,,,
,,,,,273,6.0,6,,,,,,,,
,,,,,276,3.0,3,,,,,,,,
,,,,,282,6.0,6,,,,,,,,
,,,,,288,6.0,6,,,,,,,,
,,,,,291,3.0,3,,,,,,,,
,,,,,301,10.0,10,,,,,,,,
,,,,,304,3.0,3,,,,,,,,
,,,,,313,9.0,9,,,,,,,,
,,,,,316,3.0,3,,,,,,,,
,,,,,320,4.0,4,,,,,,,,
,,,,,327,7.0,7,,,,,,,,
,,,,,330,3.0,3,,,,,,,,
,,,,,334,4.0,4,,,,,,,,
,,,,,337,3.0,3,,,,,,,,
,,,,,340,3.0,3,,,,,,,,
,,,,,355,15.0,15,,,,,,,,
,,,,,359,4.0,4,,,,,,,,
,,,,,364,5.0,5,,,,,,,,
,,,,,376,12.0,12,,,,,,,,
,,,,,381,5.0,5,,,,,,,,
,,,,,387,6.0,6,,,,,,,,
,,,,,392,5.0,5,,,,,,,,
,,,,,396,4.0,4,,,,,,,,
,,,,,401,5.0,5,,,,,,,,
,,,,,407,6.0,6,,,,,,,,
,,,,,410,3.0,3,,,,,,,,
,,,,,413,3.0,3,,,,,,,,
,,,,,420,7.0,7,,,,,,,,
,,,,,428,8.0,8,,,,,,,,
,,,,,433,5.0,5,,,,,,,,
,,,,,438,5.0,5,,,,,,,,
,,,,,443,5.0,5,,,,,,,,
,,,,,448,5.0,5,,,,,,,,
,,,,,454,6.0,6,,,,,,,,
,,,,,457,3.0,3,,,,,,,,
,,,,,463,6.0,6,,,,,,,,
,,,,,473,10.0,10,,,,,,,,
,,,,,477,4.0,4,,,,,,,,
,,,,,481,4.0,4,,,,,,,,
,,,,,487,6.0,6,,,,,,,,
,,,,,492,5.0,5,,,,,,,,
,,,,,495,3.0,3,,,,,,,,
,,,,,499,4.0,4,,,,,,,,
