eval/mean_reward,step,train/epoch,train/loss,train/samples_per_sec,train/steps_per_sec
,20700,213,0.15358398787677288,95318.94612990186,372.33963331992913
,20800,214,0.15745164409279824,125996.03309364557,492.172004272053
,20900,215,0.15487949877977372,124667.63413945244,486.9829458572361
,21000,216,0.15354751758277416,124361.1915356664,485.78590443619686
,21100,217,0.15348225317895411,127484.96075853553,497.9881279630294
,21200,218,0.1574562008678913,125860.37364798426,491.6420845624385
,21300,219,0.1552116721868515,126266.36283823109,493.2279798368402
,21400,220,0.15641194671392442,125830.06060486904,491.5236742377697
,21500,221,0.1536088641732931,123688.22835939162,483.1571420288735
,21600,222,0.1513924264162779,122563.68763495171,478.7644048240301
,21700,223,0.1551695141196251,125183.37408312959,488.99755501222495
,21800,224,0.15520815804600716,100904.59391813327,394.15856999270807
,21900,225,0.15259515739977358,126974.67946333358,495.9948416536468
,22000,226,0.15113075196743012,113612.15650074558,443.7974863310374
,22100,227,0.15515643410384655,123518.74010885089,482.4950785501988
,22200,228,0.15478292375802993,123541.39119188486,482.58355934330024
,22300,229,0.1527129240334034,122201.5370662084,477.3497541648766
,22400,230,0.1544205392152071,122295.52522584067,477.7168954134401
,22500,231,0.1517695789784193,123465.72138223733,482.2879741493646
,22600,232,0.15442863509058952,116508.74270682577,455.11227619853815
,22700,234,0.1521847040206194,119176.74936105435,465.53417719161854
,22800,235,0.1496714936196804,120955.54883580284,472.48261263985484
,22900,236,0.15312780134379864,120255.54302893649,469.74821495678316
,23000,237,0.15159386463463306,81695.17487873371,319.12177687005357
,23100,238,0.15333516724407673,103228.30391057848,403.2355621506972
,23200,239,0.15112561270594596,100337.46310834486,391.9432152669721
,23300,240,0.15401639118790628,101646.99903117704,397.0585899655353
,23400,241,0.15087414622306825,103334.55774020239,403.6506161726656
,23500,242,0.1497453297674656,122982.91210084598,480.4020003939296
,23600,243,0.1501563858985901,123748.61628744483,483.3930323728314
,23700,244,0.15302864149212836,121287.92616597495,473.78096158583963
,23800,245,0.15281494103372098,112690.4402410519,440.19703219160897
,23900,246,0.15263256557285787,124076.6949070394,484.67458948062267
,24000,247,0.15169759817421435,126233.36406984254,493.09907839782244
,24100,248,0.15206430315971375,100392.94425838634,392.15993850932165
,24200,249,0.1515035092830658,113615.68606565744,443.8112736939744
,24300,250,0.1487148977071047,118198.94359694161,461.71462342555316
,24400,251,0.1488202428072691,118328.97303393637,462.22255091381396
,24500,252,0.1491641479730606,118498.76872373122,462.8858153270751
,24600,253,0.14968076899647711,120309.79772915256,469.9601473795022
,24700,254,0.1496501763164997,121013.86932392954,472.71042704659976
,24800,255,0.1473687269538641,123101.18821498468,480.8640164647839
,24900,256,0.15111876510083674,122978.18578352958,480.3835382169124
,25000,257,0.14858529813587665,121317.23984323538,473.8954681376382
,25100,258,0.1520625777542591,126134.47117137536,492.712778013185
,25200,259,0.14842826507985593,119604.37116600246,467.2045748671971
,25300,260,0.1475896605104208,98611.35186148187,385.2005932089136
,25400,261,0.14816520720720291,99030.58342939815,386.8382165210865
,25500,262,0.150338891223073,98424.81843312301,384.4719470043868
,25600,263,0.14922922067344188,97404.69749373147,380.48709958488854
,25700,264,0.14767100907862185,106521.97431821775,416.1014621805381
,25800,265,0.14620223984122277,113784.85772448064,444.4721004862525
,25900,267,0.14850518181920053,116596.29897841602,455.45429288443756
,26000,268,0.148764251768589,121875.16365073244,476.0748580106736
,26100,269,0.15119532756507398,125665.7585352085,490.8818692781582
,26200,270,0.15022626742720604,125929.09601601661,491.9105313125649
,26300,271,0.14708659768104554,126409.76515435817,493.7881451342116
,26400,272,0.14812784835696222,91721.75346195877,358.28809946077644
,26500,273,0.1473682677000761,119861.97144850384,468.21082597071813
,26600,274,0.1483916671574116,119928.23044959032,468.4696501937122
,26700,275,0.14748578354716302,120438.84905624871,470.46425412597154
,26800,276,0.14384890615940094,110636.679516656,432.1745293619375
,26900,277,0.14766970798373222,114015.94441722709,445.3747828797933
,27000,278,0.14445627421140672,109719.61495272628,428.592245909087
,27100,279,0.14753801234066485,109469.07498631637,427.6135741652983
,27200,280,0.14615166589617729,87053.80673374796,340.05393255370296
,27300,281,0.14877191364765166,70361.95177457789,274.85137411944487
,27400,282,0.147159503698349,94378.57606323365,368.66631274700643
,27500,283,0.14369822807610036,62756.94187383403,245.1443041946642
,27600,284,0.14659762233495713,83015.00107011525,324.2773479301377
,27700,285,0.1458179909735918,98533.92299727877,384.8981367081202
,27800,286,0.14796474039554597,94425.2233377841,368.84852866321916
,27900,287,0.14681008107960225,104453.55692922864,408.02170675479937
,28000,288,0.14870726600289344,116147.18025497936,453.69992287101314
,28100,289,0.14549453988671301,117864.26272680813,460.40727627659425
,28200,290,0.14948150873184204,119083.61437376439,465.17036864751714
,28300,291,0.14647903345525265,119435.29499584775,466.5441210775303
,28400,292,0.14426238946616649,118936.44798156485,464.5954999279877
,28500,293,0.14854705721139908,119932.16337009378,468.48501316442884
,28600,294,0.14645956054329873,119348.43215321355,466.20481309849043
,28700,295,0.14470095120370388,96872.4575709988,378.40803738671406
,28800,296,0.14601508416235448,124157.93277041937,484.99192488445067
,28900,297,0.14336535453796387,127756.62363198107,499.04931106242606
,29000,298,0.14411783888936042,109185.67108669598,426.50652768240616
,29100,299,0.14283652245998382,97578.45345774585,381.16583381931974
,29200,301,0.14564065158367157,99015.64524550851,386.7798642402676
,29300,302,0.14778717063367366,113222.23401620494,442.27435162580053
,29400,303,0.14461634412407876,126024.56494449504,492.28345681443375
,29500,304,0.1450571073591709,127266.94241170856,497.13649379573656
,29600,305,0.14519858933985233,127448.1495126104,497.84433403363437
,29700,306,0.144005915671587,126460.34529602094,493.9857238125818
,29800,307,0.14443245925009252,98091.43194332154,383.1696560285998
,29900,308,0.1476641046255827,124056.2517566559,484.5947334244371
,30000,309,0.1447182697802782,127033.27676382726,496.22373735870025
0.9213996073760365,30000,,,,
,30100,310,0.14041797436773776,1692.409694572277,6.610975369422957
,30200,311,0.14454869747161866,116901.91655212411,456.6481115317348
,30300,312,0.14487306140363215,118627.26017367773,463.3877350534286
,30400,313,0.14580322213470936,118205.49286149642,461.7402064902204
,30500,314,0.14492431834340094,115132.76246671943,449.7373533856228
,30600,315,0.1457773506641388,118536.07941917321,463.03156023114536
,30700,316,0.14303131334483624,96733.3597838614,377.86468665570857
,30800,317,0.14296886570751666,109586.69549025064,428.07302925879156
,30900,318,0.14366645984351634,91829.34090925395,358.70836292677325
,31000,319,0.14168923966586588,119222.26103155199,465.71195715449994
,31100,320,0.14471667639911176,123996.1638686803,484.36001511203244
,31200,321,0.14493010357022285,127216.97949123147,496.9413261376229
,31300,322,0.14559366337955,125835.62721195437,491.54541879669677
,31400,323,0.1413789336383343,127275.16791870298,497.1686246824335
,31500,324,0.14275714673101902,127440.53604675474,497.8145939326357
,31600,325,0.14315542116761207,123181.15328354761,481.17638001385785
,31700,326,0.14179305024445057,125969.37369602016,492.06786600007877
,31800,327,0.14462763257324696,125458.83137058871,490.07356004136216
,31900,328,0.14209279246628284,126362.34402148161,493.60290633391253
,32000,329,0.14381332166492938,100821.53800105548,393.83413281662297
,32100,330,0.1425712075084448,126967.75217481873,495.96778193288566
,32200,331,0.14335444331169128,127619.05711451318,498.5119418535671
,32300,332,0.14295996852219106,127398.67823871327,497.6510868699737
,32400,334,0.1413833074271679,126583.53029598789,494.4669152187027
,32500,335,0.14216842636466026,128074.9238304408,500.2926712126594
,32600,336,0.1431687793880701,128417.35640832706,501.6302984700276
,32700,337,0.1406818388402462,126343.01140541794,493.52738830241384
,32800,338,0.14234373688697816,120171.99616951763,469.42186003717825
,32900,339,0.14089883632957936,100870.00378262514,394.02345227587944
,33000,340,0.14612744718790055,96932.61290188224,378.6430191479775
,33100,341,0.14035243406891823,97047.62915674708,379.09230139354327
,33200,342,0.14327818006277085,83611.22088712812,326.6063315903442
,33300,343,0.14132219970226287,115118.2660311179,449.6807266840543
,33400,344,0.13834428049623967,124531.78965802403,486.4523033516564
,33500,345,0.13969603814184667,123816.24894804554,483.6572224533029
,33600,346,0.14164303205907344,126938.16227258979,495.85219637730387
,33700,347,0.13953146904706956,128784.29636486202,503.06365767524227
,33800,348,0.144608211889863,129235.4912967974,504.8261378781148
,33900,349,0.141450559720397,127879.15419928168,499.52794609094406
,34000,350,0.14149325765669346,128173.67533007225,500.6784192580947
,34100,351,0.13804512776434422,128511.47567317926,501.9979518483565
,34200,352,0.141607948243618,127992.96038717871,499.97250151241684
,34300,353,0.14039461731910705,96120.27048844867,375.46980659550263
,34400,354,0.14021522544324397,125804.08961575697,491.42222506155065
,34500,355,0.1415171379595995,127696.72028931289,498.81531363012846
,34600,356,0.14227830983698367,126589.78974227111,494.4913661807465
,34700,357,0.13784904845058918,128340.10126836115,501.32852057953573
,34800,358,0.1421230234205723,127417.06691884628,497.7229176517433
,34900,359,0.14450065523386002,128370.34845529353,501.44667365349034
,35000,360,0.1395357495546341,128800.49507690295,503.12693389415216
,35100,361,0.14117131173610686,128423.79853516606,501.6554630279924
,35200,362,0.1402371596544981,127646.41941821155,498.61882585238885
,35300,363,0.14072151817381381,127693.53551476458,498.8028731045491
,35400,364,0.1396236450970173,129358.26174835776,505.3057099545225
,35500,365,0.13837238661944867,101353.22390352441,395.91103087314224
,35600,367,0.14323635026812553,121585.16660967363,474.9420570690376
,35700,368,0.1397245644032955,124125.42486290443,484.86494087072043
,35800,369,0.13898987762629986,127633.05496696995,498.5666209647264
,35900,370,0.13893849313259124,128324.01814581819,501.2656958821023
,36000,371,0.13905778221786022,127441.17046750001,497.8170721386719
,36100,372,0.14209390446543693,128077.48687956213,500.30268312328957
,36200,373,0.13876634940505028,126354.85972636276,493.57367080610453
,36300,374,0.1385892516374588,127540.21751585533,498.2039746713099
,36400,375,0.13866084381937982,128307.93905372894,501.2028869286287
,36500,376,0.1406547948718071,128355.54485926015,501.38884710648495
,36600,377,0.1402737858146429,102253.98131468263,399.42961451047904
,36700,378,0.1429476948827505,129534.33418846234,505.993492923681
,36800,379,0.13830394349992275,126563.50422702328,494.3886883868097
,36900,380,0.1389143079519272,127504.64445628732,498.06501740737235
,37000,381,0.1390425270795822,122650.00670742225,479.10158870086815
,37100,382,0.14272765450179578,105869.55712613779,413.55295752397575
,37200,383,0.1395820002257824,105704.75341062993,412.90919301027316
,37300,384,0.13927585445344448,102690.82040338237,401.1360172007124
,37400,385,0.13603644616901875,126528.47384913456,494.2518509731819
,37500,386,0.13848334707319737,128226.96172224838,500.88656922753273
,37600,387,0.13907550871372223,128724.72017458291,502.8309381819645
,37700,388,0.13792337216436862,101913.66797641655,398.10026553287713
,37800,389,0.13948915466666223,121019.01794957856,472.73053886554123
,37900,390,0.13779443502426147,109640.2002646783,428.2820322838996
,38000,391,0.13918774895370006,103797.95080139316,405.46074531794204
,38100,392,0.1391887728124857,111472.52594131145,435.43955445824787
,38200,393,0.13853151857852936,119529.53920428811,466.91226251675045
,38300,394,0.1385311381518841,124395.03197341056,485.918093646135
,38400,395,0.1372102728486061,128110.81585571519,500.43287443638746
,38500,396,0.1399925247579813,125360.53395752433,489.6895857715794
,38600,397,0.1363845857977867,127616.51238029721,498.50200148553597
,38700,398,0.1413093962520361,127570.72451201707,498.3231426250667
,38800,399,0.13803716726601123,127064.17237049132,496.3444233222317
,38900,401,0.13644113034009933,101221.37827140772,395.3960088726864
,39000,402,0.13478330731391908,127170.21435135738,496.7586498099898
,39100,403,0.13898976363241672,112505.21874793997,439.4735107341405
,39200,404,0.13767083771526814,110492.94528441143,431.61306751723214
,39300,405,0.13916766613721848,115031.36402034617,449.3412657044772
,39400,406,0.1369185295701027,114644.49012310848,447.8300395433925
,39500,407,0.13835276626050472,120155.07514385754,469.3557622806935
,39600,408,0.13929772384464742,112394.08174913289,439.03938183255036
,39700,409,0.13676605075597764,118826.5874489417,464.16635722242853
,39800,410,0.1381832317262888,117371.96827288983,458.4842510659759
,39900,411,0.13463208541274072,118507.54559762985,462.9200999907416
,40000,412,0.13734802819788455,79840.31936127745,311.87624750499003
0.8669968667163969,40000,,,,
,40100,413,0.13973055221140385,1773.1749112373575,6.926464497020928
,40200,414,0.13957462087273598,126651.79167759203,494.7335612405939
,40300,415,0.13432979941368103,127886.82016415472,499.5578912662294
,40400,416,0.13568402402102947,123428.81387802726,482.14380421104397
,40500,417,0.13648406736552715,124664.59866277738,486.97108852647415
,40600,418,0.13462712839245797,125817.69213000506,491.47535988283227
,40700,419,0.13738088510930538,124387.77890072302,485.8897613309493
,40800,420,0.13638224050402642,127604.42627853654,498.45479015053337
,40900,421,0.13553073428571225,125540.6584999853,490.39319726556755
,41000,422,0.13904040038585663,125762.06406987655,491.25806277295527
,41100,423,0.13516943342983723,98144.45637172212,383.3767827020395
,41200,424,0.138388806656003,126359.84915793008,493.59316077316436
,41300,425,0.13523364767432214,127577.71775423348,498.35045997747454
,41400,426,0.1366518283635378,127925.16377918918,499.70767101245775
,41500,427,0.13712084650993348,127278.96466517179,497.1834557233273
,41600,428,0.13908532358705997,128249.44517085732,500.9743951986614
,41700,429,0.13569502025842667,125355.00930369209,489.6680050925472
,41800,430,0.13886866942048073,126980.3478071089,496.01698362151916
,41900,431,0.1353335826098919,115896.88798746865,452.7222187010494
,42000,432,0.13610037103295325,117940.28351738467,460.70423248978386
,42100,434,0.1347732601314783,119842.8934568589,468.1363025658551
,42200,435,0.13819919198751449,100839.01209280342,393.90239098751334
,42300,436,0.13628167018294335,119223.37150654565,465.71629494744394
,42400,437,0.13483452245593072,102478.29341616995,400.3058336569139
,42500,438,0.1374555903673172,104497.47328375146,408.19325501465414
,42600,439,0.13597104080021383,101289.4623349595,395.66196224593557
,42700,440,0.13399279780685902,126010.29740399097,492.22772423433975
,42800,441,0.13806289054453372,127563.7320364354,498.29582826732576
,42900,442,0.13537550002336501,117843.64541951877,460.3267399199952
,43000,443,0.13481579035520552,122490.96868346134,478.48034641977085
,43100,444,0.13390329383313657,127912.3800196865,499.6577344519004
,43200,445,0.13322664402425288,127016.25907347593,496.15726200576535
,43300,446,0.1357285076379776,120782.63372194517,471.8071629763483
,43400,447,0.13441337153315544,97181.36091866755,379.6146910885451
,43500,448,0.13580229952931405,124314.69098572808,485.60426166300033
,43600,449,0.13493703484535216,127096.97598562216,496.4725624438366
,43700,450,0.13767143703997134,127597.43010800923,498.42746135941104
,43800,451,0.13542483381927015,128139.6722427446,500.54559469822107
,43900,452,0.1361536030471325,126728.28169320866,495.0323503640963
,44000,453,0.132762144356966,126317.45154541507,493.4275450992776
,44100,454,0.13357023306190968,127454.49476241686,497.86912016569084
,44200,455,0.13472802981734275,126686.26344804378,494.86821659392103
,44300,456,0.13585192210972308,123337.23580055984,481.78607734593686
,44400,457,0.13274769112467766,126708.20980107802,494.953944535461
,44500,458,0.13421554148197173,99915.69613138914,390.2956880132388
,44600,459,0.13470786094665527,120973.26774313973,472.5518271216396
,44700,460,0.13300738021731376,108916.24085805575,425.4540658517803
