Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,18878,3.0,3,,,,,,
,,,,,18884,6.0,6,,,,,,
,,,,,18890,6.0,6,,,,,,
,,,,,18898,8.0,8,,,,,,
,,,,,18905,7.0,7,,,,,,
,,,,,18909,4.0,4,,,,,,
,,,,,18912,3.0,3,,,,,,
,,,,,18924,12.0,12,,,,,,
,,,,,18933,9.0,9,,,,,,
,,,,,18938,5.0,5,,,,,,
,,,,,18947,9.0,9,,,,,,
,,,,,18951,4.0,4,,,,,,
,,,,,18955,4.0,4,,,,,,
,,,,,18961,6.0,6,,,,,,
,,,,,18967,6.0,6,,,,,,
,,,,,18971,4.0,4,,,,,,
,,,,,18975,4.0,4,,,,,,
,,,,,18982,7.0,7,,,,,,
,,,,,18986,4.0,4,,,,,,
,,,,,18990,4.0,4,,,,,,
,,,,,18996,6.0,6,,,,,,
,,,,,19000,,,1.542686939239502,4.574367523193359,4.555802822113037,0.0003,0.0003,0.1
,,,,,19001,5.0,5,,,,,,
,,,,,19012,11.0,11,,,,,,
,,,,,19015,3.0,3,,,,,,
,,,,,19020,5.0,5,,,,,,
,,,,,19023,3.0,3,,,,,,
,,,,,19026,3.0,3,,,,,,
,,,,,19029,3.0,3,,,,,,
,,,,,19035,6.0,6,,,,,,
,,,,,19039,4.0,4,,,,,,
,,,,,19042,3.0,3,,,,,,
,,,,,19057,15.0,15,,,,,,
,,,,,19062,5.0,5,,,,,,
,,,,,19075,13.0,13,,,,,,
,,,,,19082,7.0,7,,,,,,
,,,,,19086,4.0,4,,,,,,
,,,,,19090,4.0,4,,,,,,
,,,,,19095,5.0,5,,,,,,
,,,,,19101,6.0,6,,,,,,
,,,,,19107,6.0,6,,,,,,
,,,,,19112,5.0,5,,,,,,
,,,,,19116,4.0,4,,,,,,
,,,,,19124,8.0,8,,,,,,
,,,,,19138,14.0,14,,,,,,
,,,,,19150,12.0,12,,,,,,
,,,,,19154,4.0,4,,,,,,
,,,,,19159,5.0,5,,,,,,
,,,,,19162,3.0,3,,,,,,
,,,,,19170,8.0,8,,,,,,
,,,,,19174,4.0,4,,,,,,
,,,,,19182,8.0,8,,,,,,
,,,,,19186,4.0,4,,,,,,
,,,,,19191,5.0,5,,,,,,
,,,,,19195,4.0,4,,,,,,
,,,,,19199,4.0,4,,,,,,
,,,,,19203,4.0,4,,,,,,
,,,,,19206,3.0,3,,,,,,
,,,,,19210,4.0,4,,,,,,
,,,,,19215,5.0,5,,,,,,
,,,,,19221,6.0,6,,,,,,
,,,,,19229,8.0,8,,,,,,
,,,,,19232,3.0,3,,,,,,
,,,,,19239,7.0,7,,,,,,
,,,,,19248,9.0,9,,,,,,
,,,,,19252,4.0,4,,,,,,
,,,,,19255,3.0,3,,,,,,
,,,,,19266,11.0,11,,,,,,
,,,,,19270,4.0,4,,,,,,
,,,,,19279,9.0,9,,,,,,
,,,,,19285,6.0,6,,,,,,
,,,,,19288,3.0,3,,,,,,
,,,,,19291,3.0,3,,,,,,
,,,,,19296,5.0,5,,,,,,
,,,,,19299,3.0,3,,,,,,
,,,,,19309,10.0,10,,,,,,
,,,,,19313,4.0,4,,,,,,
,,,,,19317,4.0,4,,,,,,
,,,,,19324,7.0,7,,,,,,
,,,,,19328,4.0,4,,,,,,
,,,,,19333,5.0,5,,,,,,
,,,,,19340,7.0,7,,,,,,
,,,,,19343,3.0,3,,,,,,
,,,,,19346,3.0,3,,,,,,
,,,,,19356,10.0,10,,,,,,
,,,,,19360,4.0,4,,,,,,
,,,,,19366,6.0,6,,,,,,
,,,,,19376,10.0,10,,,,,,
,,,,,19381,5.0,5,,,,,,
,,,,,19389,8.0,8,,,,,,
,,,,,19397,8.0,8,,,,,,
,,,,,19402,5.0,5,,,,,,
,,,,,19409,7.0,7,,,,,,
,,,,,19426,17.0,17,,,,,,
,,,,,19446,20.0,20,,,,,,
,,,,,19457,11.0,11,,,,,,
,,,,,19462,5.0,5,,,,,,
,,,,,19465,3.0,3,,,,,,
,,,,,19473,8.0,8,,,,,,
,,,,,19480,7.0,7,,,,,,
,,,,,19490,10.0,10,,,,,,
,,,,,19499,9.0,9,,,,,,
,,,,,19510,11.0,11,,,,,,
,,,,,19515,5.0,5,,,,,,
,,,,,19519,4.0,4,,,,,,
,,,,,19527,8.0,8,,,,,,
,,,,,19532,5.0,5,,,,,,
,,,,,19536,4.0,4,,,,,,
,,,,,19542,6.0,6,,,,,,
,,,,,19552,10.0,10,,,,,,
,,,,,19558,6.0,6,,,,,,
,,,,,19564,6.0,6,,,,,,
,,,,,19568,4.0,4,,,,,,
,,,,,19577,9.0,9,,,,,,
,,,,,19584,7.0,7,,,,,,
,,,,,19587,3.0,3,,,,,,
,,,,,19612,25.0,25,,,,,,
,,,,,19622,10.0,10,,,,,,
,,,,,19640,18.0,18,,,,,,
,,,,,19650,10.0,10,,,,,,
,,,,,19654,4.0,4,,,,,,
,,,,,19660,6.0,6,,,,,,
,,,,,19664,4.0,4,,,,,,
,,,,,19672,8.0,8,,,,,,
,,,,,19678,6.0,6,,,,,,
,,,,,19698,20.0,20,,,,,,
,,,,,19703,5.0,5,,,,,,
,,,,,19711,8.0,8,,,,,,
,,,,,19716,5.0,5,,,,,,
,,,,,19723,7.0,7,,,,,,
,,,,,19727,4.0,4,,,,,,
,,,,,19732,5.0,5,,,,,,
,,,,,19746,14.0,14,,,,,,
,,,,,19752,6.0,6,,,,,,
,,,,,19757,5.0,5,,,,,,
,,,,,19772,15.0,15,,,,,,
,,,,,19786,14.0,14,,,,,,
,,,,,19789,3.0,3,,,,,,
,,,,,19795,6.0,6,,,,,,
,,,,,19800,5.0,5,,,,,,
,,,,,19806,6.0,6,,,,,,
,,,,,19812,6.0,6,,,,,,
,,,,,19817,5.0,5,,,,,,
,,,,,19826,9.0,9,,,,,,
,,,,,19831,5.0,5,,,,,,
,,,,,19839,8.0,8,,,,,,
,,,,,19843,4.0,4,,,,,,
,,,,,19848,5.0,5,,,,,,
,,,,,19851,3.0,3,,,,,,
,,,,,19857,6.0,6,,,,,,
,,,,,19861,4.0,4,,,,,,
,,,,,19868,7.0,7,,,,,,
,,,,,19880,12.0,12,,,,,,
,,,,,19883,3.0,3,,,,,,
,,,,,19886,3.0,3,,,,,,
,,,,,19891,5.0,5,,,,,,
,,,,,19896,5.0,5,,,,,,
,,,,,19904,8.0,8,,,,,,
,,,,,19912,8.0,8,,,,,,
,,,,,19916,4.0,4,,,,,,
,,,,,19922,6.0,6,,,,,,
,,,,,19930,8.0,8,,,,,,
,,,,,19935,5.0,5,,,,,,
,,,,,19939,4.0,4,,,,,,
,,,,,19942,3.0,3,,,,,,
,,,,,19946,4.0,4,,,,,,
,,,,,19949,3.0,3,,,,,,
,,,,,19954,5.0,5,,,,,,
,,,,,19963,9.0,9,,,,,,
,,,,,19970,7.0,7,,,,,,
,,,,,19975,5.0,5,,,,,,
,,,,,19980,5.0,5,,,,,,
,,,,,19992,12.0,12,,,,,,
,,,,,19998,6.0,6,,,,,,
7.7,3.7161808,15.0,3.0,7.7,20000,,,1.5776411294937134,5.011035442352295,5.08957052230835,0.0003,0.0003,0.1
,,,,,20002,4.0,4,,,,,,
,,,,,20013,11.0,11,,,,,,
,,,,,20021,8.0,8,,,,,,
,,,,,20025,4.0,4,,,,,,
,,,,,20033,8.0,8,,,,,,
,,,,,20038,5.0,5,,,,,,
,,,,,20052,14.0,14,,,,,,
,,,,,20058,6.0,6,,,,,,
,,,,,20061,3.0,3,,,,,,
,,,,,20069,8.0,8,,,,,,
,,,,,20075,6.0,6,,,,,,
,,,,,20080,5.0,5,,,,,,
,,,,,20084,4.0,4,,,,,,
,,,,,20091,7.0,7,,,,,,
,,,,,20095,4.0,4,,,,,,
,,,,,20100,5.0,5,,,,,,
,,,,,20106,6.0,6,,,,,,
,,,,,20109,3.0,3,,,,,,
,,,,,20113,4.0,4,,,,,,
,,,,,20124,11.0,11,,,,,,
,,,,,20133,9.0,9,,,,,,
,,,,,20148,15.0,15,,,,,,
,,,,,20170,22.0,22,,,,,,
,,,,,20174,4.0,4,,,,,,
,,,,,20178,4.0,4,,,,,,
,,,,,20188,10.0,10,,,,,,
,,,,,20193,5.0,5,,,,,,
,,,,,20203,10.0,10,,,,,,
,,,,,20209,6.0,6,,,,,,
,,,,,20231,22.0,22,,,,,,
,,,,,20236,5.0,5,,,,,,
,,,,,20240,4.0,4,,,,,,
,,,,,20246,6.0,6,,,,,,
,,,,,20258,12.0,12,,,,,,
,,,,,20266,8.0,8,,,,,,
,,,,,20274,8.0,8,,,,,,
,,,,,20287,13.0,13,,,,,,
,,,,,20290,3.0,3,,,,,,
,,,,,20300,10.0,10,,,,,,
,,,,,20308,8.0,8,,,,,,
,,,,,20312,4.0,4,,,,,,
,,,,,20320,8.0,8,,,,,,
,,,,,20331,11.0,11,,,,,,
,,,,,20335,4.0,4,,,,,,
,,,,,20345,10.0,10,,,,,,
,,,,,20353,8.0,8,,,,,,
,,,,,20368,15.0,15,,,,,,
,,,,,20375,7.0,7,,,,,,
,,,,,20378,3.0,3,,,,,,
,,,,,20382,4.0,4,,,,,,
,,,,,20387,5.0,5,,,,,,
,,,,,20394,7.0,7,,,,,,
,,,,,20403,9.0,9,,,,,,
,,,,,20414,11.0,11,,,,,,
,,,,,20418,4.0,4,,,,,,
,,,,,20429,11.0,11,,,,,,
,,,,,20433,4.0,4,,,,,,
,,,,,20436,3.0,3,,,,,,
,,,,,20439,3.0,3,,,,,,
,,,,,20443,4.0,4,,,,,,
,,,,,20451,8.0,8,,,,,,
,,,,,20462,11.0,11,,,,,,
,,,,,20479,17.0,17,,,,,,
,,,,,20482,3.0,3,,,,,,
,,,,,20490,8.0,8,,,,,,
,,,,,20502,12.0,12,,,,,,
,,,,,20505,3.0,3,,,,,,
,,,,,20510,5.0,5,,,,,,
,,,,,20523,13.0,13,,,,,,
,,,,,20532,9.0,9,,,,,,
,,,,,20537,5.0,5,,,,,,
,,,,,20541,4.0,4,,,,,,
,,,,,20547,6.0,6,,,,,,
,,,,,20556,9.0,9,,,,,,
,,,,,20567,11.0,11,,,,,,
,,,,,20579,12.0,12,,,,,,
,,,,,20584,5.0,5,,,,,,
,,,,,20591,7.0,7,,,,,,
,,,,,20617,26.0,26,,,,,,
,,,,,20627,10.0,10,,,,,,
,,,,,20633,6.0,6,,,,,,
,,,,,20637,4.0,4,,,,,,
,,,,,20647,10.0,10,,,,,,
,,,,,20652,5.0,5,,,,,,
,,,,,20655,3.0,3,,,,,,
,,,,,20661,6.0,6,,,,,,
,,,,,20675,14.0,14,,,,,,
,,,,,20679,4.0,4,,,,,,
,,,,,20682,3.0,3,,,,,,
,,,,,20685,3.0,3,,,,,,
,,,,,20689,4.0,4,,,,,,
,,,,,20693,4.0,4,,,,,,
,,,,,20702,9.0,9,,,,,,
,,,,,20706,4.0,4,,,,,,
,,,,,20715,9.0,9,,,,,,
,,,,,20719,4.0,4,,,,,,
,,,,,20736,17.0,17,,,,,,
,,,,,20744,8.0,8,,,,,,
,,,,,20749,5.0,5,,,,,,
,,,,,20759,10.0,10,,,,,,
,,,,,20767,8.0,8,,,,,,
,,,,,20773,6.0,6,,,,,,
,,,,,20783,10.0,10,,,,,,
,,,,,20792,9.0,9,,,,,,
,,,,,20795,3.0,3,,,,,,
,,,,,20799,4.0,4,,,,,,
,,,,,20805,6.0,6,,,,,,
,,,,,20810,5.0,5,,,,,,
,,,,,20813,3.0,3,,,,,,
,,,,,20821,8.0,8,,,,,,
,,,,,20828,7.0,7,,,,,,
,,,,,20832,4.0,4,,,,,,
,,,,,20841,9.0,9,,,,,,
,,,,,20845,4.0,4,,,,,,
,,,,,20849,4.0,4,,,,,,
,,,,,20857,8.0,8,,,,,,
,,,,,20863,6.0,6,,,,,,
,,,,,20869,6.0,6,,,,,,
,,,,,20874,5.0,5,,,,,,
,,,,,20879,5.0,5,,,,,,
,,,,,20883,4.0,4,,,,,,
,,,,,20893,10.0,10,,,,,,
,,,,,20897,4.0,4,,,,,,
,,,,,20906,9.0,9,,,,,,
,,,,,20910,4.0,4,,,,,,
,,,,,20919,9.0,9,,,,,,
,,,,,20927,8.0,8,,,,,,
,,,,,20934,7.0,7,,,,,,
,,,,,20952,18.0,18,,,,,,
,,,,,20956,4.0,4,,,,,,
,,,,,20962,6.0,6,,,,,,
,,,,,20972,10.0,10,,,,,,
,,,,,20975,3.0,3,,,,,,
,,,,,20979,4.0,4,,,,,,
,,,,,20985,6.0,6,,,,,,
,,,,,20988,3.0,3,,,,,,
,,,,,20995,7.0,7,,,,,,
,,,,,21000,,,1.8616406917572021,4.945080280303955,4.959469318389893,0.0003,0.0003,0.1
,,,,,21005,10.0,10,,,,,,
,,,,,21009,4.0,4,,,,,,
,,,,,21031,22.0,22,,,,,,
,,,,,21037,6.0,6,,,,,,
,,,,,21041,4.0,4,,,,,,
,,,,,21046,5.0,5,,,,,,
,,,,,21050,4.0,4,,,,,,
,,,,,21053,3.0,3,,,,,,
,,,,,21085,32.0,32,,,,,,
,,,,,21092,7.0,7,,,,,,
,,,,,21098,6.0,6,,,,,,
,,,,,21104,6.0,6,,,,,,
,,,,,21110,6.0,6,,,,,,
,,,,,21117,7.0,7,,,,,,
,,,,,21125,8.0,8,,,,,,
,,,,,21132,7.0,7,,,,,,
,,,,,21139,7.0,7,,,,,,
,,,,,21143,4.0,4,,,,,,
,,,,,21153,10.0,10,,,,,,
,,,,,21157,4.0,4,,,,,,
,,,,,21166,9.0,9,,,,,,
,,,,,21173,7.0,7,,,,,,
,,,,,21178,5.0,5,,,,,,
,,,,,21185,7.0,7,,,,,,
,,,,,21188,3.0,3,,,,,,
,,,,,21195,7.0,7,,,,,,
,,,,,21203,8.0,8,,,,,,
,,,,,21216,13.0,13,,,,,,
,,,,,21222,6.0,6,,,,,,
,,,,,21225,3.0,3,,,,,,
,,,,,21229,4.0,4,,,,,,
,,,,,21233,4.0,4,,,,,,
,,,,,21239,6.0,6,,,,,,
,,,,,21242,3.0,3,,,,,,
,,,,,21248,6.0,6,,,,,,
,,,,,21274,26.0,26,,,,,,
,,,,,21288,14.0,14,,,,,,
,,,,,21291,3.0,3,,,,,,
,,,,,21300,9.0,9,,,,,,
,,,,,21303,3.0,3,,,,,,
,,,,,21315,12.0,12,,,,,,
,,,,,21320,5.0,5,,,,,,
,,,,,21329,9.0,9,,,,,,
,,,,,21336,7.0,7,,,,,,
,,,,,21343,7.0,7,,,,,,
,,,,,21346,3.0,3,,,,,,
,,,,,21354,8.0,8,,,,,,
,,,,,21357,3.0,3,,,,,,
,,,,,21368,11.0,11,,,,,,
,,,,,21374,6.0,6,,,,,,
,,,,,21381,7.0,7,,,,,,
,,,,,21392,11.0,11,,,,,,
,,,,,21396,4.0,4,,,,,,
,,,,,21411,15.0,15,,,,,,
,,,,,21417,6.0,6,,,,,,
,,,,,21435,18.0,18,,,,,,
,,,,,21438,3.0,3,,,,,,
,,,,,21442,4.0,4,,,,,,
,,,,,21449,7.0,7,,,,,,
,,,,,21456,7.0,7,,,,,,
,,,,,21460,4.0,4,,,,,,
,,,,,21465,5.0,5,,,,,,
,,,,,21470,5.0,5,,,,,,
,,,,,21474,4.0,4,,,,,,
,,,,,21498,24.0,24,,,,,,
,,,,,21508,10.0,10,,,,,,
,,,,,21512,4.0,4,,,,,,
,,,,,21523,11.0,11,,,,,,
,,,,,21527,4.0,4,,,,,,
,,,,,21533,6.0,6,,,,,,
,,,,,21538,5.0,5,,,,,,
,,,,,21542,4.0,4,,,,,,
,,,,,21549,7.0,7,,,,,,
,,,,,21553,4.0,4,,,,,,
,,,,,21559,6.0,6,,,,,,
,,,,,21569,10.0,10,,,,,,
,,,,,21576,7.0,7,,,,,,
,,,,,21583,7.0,7,,,,,,
,,,,,21597,14.0,14,,,,,,
,,,,,21611,14.0,14,,,,,,
,,,,,21619,8.0,8,,,,,,
,,,,,21624,5.0,5,,,,,,
,,,,,21630,6.0,6,,,,,,
,,,,,21635,5.0,5,,,,,,
,,,,,21646,11.0,11,,,,,,
,,,,,21655,9.0,9,,,,,,
,,,,,21668,13.0,13,,,,,,
,,,,,21672,4.0,4,,,,,,
,,,,,21676,4.0,4,,,,,,
,,,,,21679,3.0,3,,,,,,
,,,,,21684,5.0,5,,,,,,
,,,,,21696,12.0,12,,,,,,
,,,,,21703,7.0,7,,,,,,
,,,,,21712,9.0,9,,,,,,
,,,,,21717,5.0,5,,,,,,
,,,,,21726,9.0,9,,,,,,
,,,,,21732,6.0,6,,,,,,
,,,,,21736,4.0,4,,,,,,
,,,,,21741,5.0,5,,,,,,
,,,,,21745,4.0,4,,,,,,
,,,,,21748,3.0,3,,,,,,
,,,,,21754,6.0,6,,,,,,
,,,,,21764,10.0,10,,,,,,
,,,,,21767,3.0,3,,,,,,
,,,,,21771,4.0,4,,,,,,
,,,,,21776,5.0,5,,,,,,
,,,,,21780,4.0,4,,,,,,
,,,,,21785,5.0,5,,,,,,
,,,,,21788,3.0,3,,,,,,
,,,,,21792,4.0,4,,,,,,
,,,,,21798,6.0,6,,,,,,
,,,,,21805,7.0,7,,,,,,
,,,,,21816,11.0,11,,,,,,
,,,,,21821,5.0,5,,,,,,
,,,,,21825,4.0,4,,,,,,
,,,,,21834,9.0,9,,,,,,
,,,,,21838,4.0,4,,,,,,
,,,,,21850,12.0,12,,,,,,
,,,,,21858,8.0,8,,,,,,
,,,,,21862,4.0,4,,,,,,
,,,,,21865,3.0,3,,,,,,
,,,,,21881,16.0,16,,,,,,
,,,,,21891,10.0,10,,,,,,
,,,,,21896,5.0,5,,,,,,
,,,,,21900,4.0,4,,,,,,
,,,,,21904,4.0,4,,,,,,
,,,,,21911,7.0,7,,,,,,
,,,,,21914,3.0,3,,,,,,
,,,,,21918,4.0,4,,,,,,
,,,,,21924,6.0,6,,,,,,
,,,,,21928,4.0,4,,,,,,
,,,,,21934,6.0,6,,,,,,
,,,,,21942,8.0,8,,,,,,
,,,,,21946,4.0,4,,,,,,
,,,,,21963,17.0,17,,,,,,
,,,,,21968,5.0,5,,,,,,
,,,,,21984,16.0,16,,,,,,
,,,,,21990,6.0,6,,,,,,
,,,,,22000,,,1.874411940574646,4.9611897468566895,5.044792652130127,0.0003,0.0003,0.1
,,,,,22002,12.0,12,,,,,,
,,,,,22011,9.0,9,,,,,,
,,,,,22015,4.0,4,,,,,,
,,,,,22019,4.0,4,,,,,,
,,,,,22023,4.0,4,,,,,,
,,,,,22026,3.0,3,,,,,,
,,,,,22029,3.0,3,,,,,,
,,,,,22032,3.0,3,,,,,,
,,,,,22041,9.0,9,,,,,,
,,,,,22044,3.0,3,,,,,,
,,,,,22049,5.0,5,,,,,,
,,,,,22054,5.0,5,,,,,,
,,,,,22057,3.0,3,,,,,,
,,,,,22066,9.0,9,,,,,,
,,,,,22069,3.0,3,,,,,,
,,,,,22076,7.0,7,,,,,,
,,,,,22085,9.0,9,,,,,,
,,,,,22093,8.0,8,,,,,,
,,,,,22096,3.0,3,,,,,,
,,,,,22099,3.0,3,,,,,,
,,,,,22102,3.0,3,,,,,,
,,,,,22111,9.0,9,,,,,,
,,,,,22125,14.0,14,,,,,,
,,,,,22141,16.0,16,,,,,,
,,,,,22151,10.0,10,,,,,,
,,,,,22154,3.0,3,,,,,,
,,,,,22162,8.0,8,,,,,,
,,,,,22168,6.0,6,,,,,,
,,,,,22179,11.0,11,,,,,,
,,,,,22184,5.0,5,,,,,,
,,,,,22188,4.0,4,,,,,,
,,,,,22192,4.0,4,,,,,,
,,,,,22202,10.0,10,,,,,,
,,,,,22208,6.0,6,,,,,,
,,,,,22212,4.0,4,,,,,,
,,,,,22221,9.0,9,,,,,,
,,,,,22225,4.0,4,,,,,,
,,,,,22228,3.0,3,,,,,,
,,,,,22232,4.0,4,,,,,,
,,,,,22236,4.0,4,,,,,,
,,,,,22247,11.0,11,,,,,,
,,,,,22258,11.0,11,,,,,,
,,,,,22267,9.0,9,,,,,,
,,,,,22270,3.0,3,,,,,,
,,,,,22278,8.0,8,,,,,,
,,,,,22286,8.0,8,,,,,,
,,,,,22301,15.0,15,,,,,,
,,,,,22307,6.0,6,,,,,,
,,,,,22310,3.0,3,,,,,,
,,,,,22320,10.0,10,,,,,,
,,,,,22324,4.0,4,,,,,,
,,,,,22330,6.0,6,,,,,,
,,,,,22338,8.0,8,,,,,,
,,,,,22342,4.0,4,,,,,,
,,,,,22354,12.0,12,,,,,,
,,,,,22364,10.0,10,,,,,,
,,,,,22368,4.0,4,,,,,,
,,,,,22371,3.0,3,,,,,,
,,,,,22380,9.0,9,,,,,,
,,,,,22390,10.0,10,,,,,,
,,,,,22394,4.0,4,,,,,,
,,,,,22404,10.0,10,,,,,,
,,,,,22409,5.0,5,,,,,,
,,,,,22419,10.0,10,,,,,,
,,,,,22424,5.0,5,,,,,,
,,,,,22438,14.0,14,,,,,,
,,,,,22442,4.0,4,,,,,,
,,,,,22448,6.0,6,,,,,,
,,,,,22460,12.0,12,,,,,,
,,,,,22473,13.0,13,,,,,,
,,,,,22481,8.0,8,,,,,,
,,,,,22493,12.0,12,,,,,,
,,,,,22496,3.0,3,,,,,,
,,,,,22499,3.0,3,,,,,,
,,,,,22517,18.0,18,,,,,,
,,,,,22526,9.0,9,,,,,,
,,,,,22549,23.0,23,,,,,,
,,,,,22552,3.0,3,,,,,,
,,,,,22556,4.0,4,,,,,,
,,,,,22563,7.0,7,,,,,,
,,,,,22571,8.0,8,,,,,,
,,,,,22579,8.0,8,,,,,,
,,,,,22582,3.0,3,,,,,,
,,,,,22587,5.0,5,,,,,,
,,,,,22597,10.0,10,,,,,,
,,,,,22601,4.0,4,,,,,,
,,,,,22607,6.0,6,,,,,,
,,,,,22612,5.0,5,,,,,,
,,,,,22618,6.0,6,,,,,,
,,,,,22623,5.0,5,,,,,,
,,,,,22629,6.0,6,,,,,,
,,,,,22633,4.0,4,,,,,,
,,,,,22636,3.0,3,,,,,,
,,,,,22640,4.0,4,,,,,,
,,,,,22644,4.0,4,,,,,,
,,,,,22658,14.0,14,,,,,,
,,,,,22661,3.0,3,,,,,,
,,,,,22675,14.0,14,,,,,,
,,,,,22685,10.0,10,,,,,,
,,,,,22692,7.0,7,,,,,,
,,,,,22696,4.0,4,,,,,,
,,,,,22708,12.0,12,,,,,,
,,,,,22721,13.0,13,,,,,,
,,,,,22725,4.0,4,,,,,,
,,,,,22733,8.0,8,,,,,,
,,,,,22737,4.0,4,,,,,,
,,,,,22744,7.0,7,,,,,,
,,,,,22754,10.0,10,,,,,,
,,,,,22759,5.0,5,,,,,,
,,,,,22762,3.0,3,,,,,,
,,,,,22769,7.0,7,,,,,,
,,,,,22782,13.0,13,,,,,,
,,,,,22789,7.0,7,,,,,,
,,,,,22802,13.0,13,,,,,,
,,,,,22806,4.0,4,,,,,,
,,,,,22811,5.0,5,,,,,,
,,,,,22828,17.0,17,,,,,,
,,,,,22831,3.0,3,,,,,,
,,,,,22836,5.0,5,,,,,,
,,,,,22855,19.0,19,,,,,,
,,,,,22868,13.0,13,,,,,,
,,,,,22877,9.0,9,,,,,,
,,,,,22883,6.0,6,,,,,,
,,,,,22889,6.0,6,,,,,,
,,,,,22895,6.0,6,,,,,,
,,,,,22898,3.0,3,,,,,,
,,,,,22902,4.0,4,,,,,,
,,,,,22905,3.0,3,,,,,,
,,,,,22909,4.0,4,,,,,,
,,,,,22913,4.0,4,,,,,,
,,,,,22922,9.0,9,,,,,,
,,,,,22929,7.0,7,,,,,,
,,,,,22933,4.0,4,,,,,,
,,,,,22938,5.0,5,,,,,,
,,,,,22948,10.0,10,,,,,,
,,,,,22954,6.0,6,,,,,,
,,,,,22962,8.0,8,,,,,,
,,,,,22967,5.0,5,,,,,,
,,,,,22970,3.0,3,,,,,,
,,,,,22981,11.0,11,,,,,,
,,,,,22995,14.0,14,,,,,,
,,,,,23000,,,2.0427520275115967,4.924813270568848,5.125990867614746,0.0003,0.0003,0.1
,,,,,23007,12.0,12,,,,,,
,,,,,23010,3.0,3,,,,,,
,,,,,23015,5.0,5,,,,,,
,,,,,23023,8.0,8,,,,,,
,,,,,23039,16.0,16,,,,,,
,,,,,23047,8.0,8,,,,,,
,,,,,23053,6.0,6,,,,,,
,,,,,23059,6.0,6,,,,,,
,,,,,23066,7.0,7,,,,,,
,,,,,23069,3.0,3,,,,,,
,,,,,23072,3.0,3,,,,,,
,,,,,23076,4.0,4,,,,,,
,,,,,23080,4.0,4,,,,,,
,,,,,23087,7.0,7,,,,,,
,,,,,23096,9.0,9,,,,,,
,,,,,23103,7.0,7,,,,,,
,,,,,23115,12.0,12,,,,,,
,,,,,23120,5.0,5,,,,,,
,,,,,23123,3.0,3,,,,,,
,,,,,23127,4.0,4,,,,,,
,,,,,23134,7.0,7,,,,,,
,,,,,23138,4.0,4,,,,,,
,,,,,23145,7.0,7,,,,,,
,,,,,23149,4.0,4,,,,,,
,,,,,23153,4.0,4,,,,,,
,,,,,23165,12.0,12,,,,,,
,,,,,23181,16.0,16,,,,,,
,,,,,23186,5.0,5,,,,,,
,,,,,23193,7.0,7,,,,,,
,,,,,23198,5.0,5,,,,,,
,,,,,23202,4.0,4,,,,,,
,,,,,23206,4.0,4,,,,,,
,,,,,23212,6.0,6,,,,,,
,,,,,23226,14.0,14,,,,,,
,,,,,23232,6.0,6,,,,,,
,,,,,23237,5.0,5,,,,,,
,,,,,23240,3.0,3,,,,,,
,,,,,23243,3.0,3,,,,,,
,,,,,23250,7.0,7,,,,,,
,,,,,23257,7.0,7,,,,,,
,,,,,23264,7.0,7,,,,,,
,,,,,23268,4.0,4,,,,,,
,,,,,23274,6.0,6,,,,,,
,,,,,23277,3.0,3,,,,,,
,,,,,23280,3.0,3,,,,,,
,,,,,23297,17.0,17,,,,,,
,,,,,23301,4.0,4,,,,,,
,,,,,23310,9.0,9,,,,,,
,,,,,23315,5.0,5,,,,,,
,,,,,23323,8.0,8,,,,,,
,,,,,23329,6.0,6,,,,,,
,,,,,23332,3.0,3,,,,,,
,,,,,23336,4.0,4,,,,,,
,,,,,23341,5.0,5,,,,,,
,,,,,23345,4.0,4,,,,,,
,,,,,23349,4.0,4,,,,,,
,,,,,23357,8.0,8,,,,,,
,,,,,23368,11.0,11,,,,,,
,,,,,23373,5.0,5,,,,,,
,,,,,23382,9.0,9,,,,,,
,,,,,23386,4.0,4,,,,,,
,,,,,23394,8.0,8,,,,,,
,,,,,23398,4.0,4,,,,,,
,,,,,23401,3.0,3,,,,,,
,,,,,23414,13.0,13,,,,,,
,,,,,23423,9.0,9,,,,,,
,,,,,23427,4.0,4,,,,,,
,,,,,23431,4.0,4,,,,,,
,,,,,23442,11.0,11,,,,,,
,,,,,23453,11.0,11,,,,,,
,,,,,23456,3.0,3,,,,,,
,,,,,23461,5.0,5,,,,,,
,,,,,23469,8.0,8,,,,,,
,,,,,23475,6.0,6,,,,,,
,,,,,23479,4.0,4,,,,,,
,,,,,23482,3.0,3,,,,,,
,,,,,23486,4.0,4,,,,,,
,,,,,23491,5.0,5,,,,,,
,,,,,23495,4.0,4,,,,,,
,,,,,23499,4.0,4,,,,,,
,,,,,23502,3.0,3,,,,,,
,,,,,23505,3.0,3,,,,,,
,,,,,23510,5.0,5,,,,,,
,,,,,23515,5.0,5,,,,,,
,,,,,23519,4.0,4,,,,,,
,,,,,23525,6.0,6,,,,,,
,,,,,23530,5.0,5,,,,,,
,,,,,23535,5.0,5,,,,,,
,,,,,23539,4.0,4,,,,,,
,,,,,23544,5.0,5,,,,,,
,,,,,23551,7.0,7,,,,,,
,,,,,23559,8.0,8,,,,,,
