Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,38070,-116.68393,125,,,,,,
,,,,,38158,-92.7958,88,,,,,,
,,,,,38277,-105.9015,119,,,,,,
,,,,,38395,-61.617794,118,,,,,,
,,,,,38519,-90.70224,124,,,,,,
,,,,,38643,-24.386032,124,,,,,,
,,,,,38717,-98.9779,74,,,,,,
,,,,,38791,-48.09713,74,,,,,,
,,,,,38889,-83.53181,98,,,,,,
,,,,,38989,-109.136696,100,,,,,,
,,,,,39000,,,6.444755554199219,1.234860897064209,1.2669004201889038,64.46723937988281,0.766,0.001
,,,,,39100,-116.64409,111,,,,,,
,,,,,39223,-80.61821,123,,,,,,
,,,,,39333,-112.06585,110,,,,,,
,,,,,39418,-70.99324,85,,,,,,
,,,,,39565,-70.731544,147,,,,,,
,,,,,39682,-48.624123,117,,,,,,
,,,,,39830,-115.84258,148,,,,,,
,,,,,39920,-32.601547,90,,,,,,
-164.61565,58.792007,-49.185226,-266.557,658.8,40000,,,49.10462951660156,6.728419303894043,5.899571895599365,119.38719177246094,0.76,0.001
,,,,,40101,-46.905315,181,,,,,,
,,,,,40189,-89.67522,88,,,,,,
,,,,,40359,-24.872345,170,,,,,,
,,,,,40432,-86.27996,73,,,,,,
,,,,,40509,-75.402664,77,,,,,,
,,,,,40619,-52.30587,110,,,,,,
,,,,,40694,-74.14801,75,,,,,,
,,,,,40813,-106.39965,119,,,,,,
,,,,,40871,-123.96761,58,,,,,,
,,,,,40962,-85.92852,91,,,,,,
,,,,,41000,,,21.28376579284668,0.8070704936981201,1.596779227256775,65.95353698730469,0.754,0.001
,,,,,41050,-57.402252,88,,,,,,
,,,,,41170,-79.18486,120,,,,,,
,,,,,41259,-150.65489,89,,,,,,
,,,,,41413,-33.295258,154,,,,,,
,,,,,41510,-183.1419,97,,,,,,
,,,,,41652,-136.72118,142,,,,,,
,,,,,41763,-63.296677,111,,,,,,
,,,,,41827,-36.808586,64,,,,,,
,,,,,41935,-27.55883,108,,,,,,
,,,,,42000,,,1.2915152311325073,12.503268241882324,12.311750411987305,23.6275634765625,0.748,0.001
,,,,,42115,-19.463661,180,,,,,,
,,,,,42207,-49.81812,92,,,,,,
,,,,,42284,-72.25424,77,,,,,,
,,,,,42410,-25.17308,126,,,,,,
,,,,,42506,-77.70883,96,,,,,,
,,,,,42597,-56.315407,91,,,,,,
,,,,,42664,-49.09995,67,,,,,,
,,,,,42784,-72.12166,120,,,,,,
,,,,,42884,-133.00456,100,,,,,,
,,,,,42993,-62.12841,109,,,,,,
,,,,,43000,,,4.126376152038574,14.03607177734375,13.918572425842285,33.899314880371094,0.742,0.001
,,,,,43087,-15.405319,94,,,,,,
,,,,,43196,-66.956345,109,,,,,,
,,,,,43304,-79.40207,108,,,,,,
,,,,,43451,-96.984634,147,,,,,,
,,,,,43563,-49.593685,112,,,,,,
,,,,,43647,-84.43145,84,,,,,,
,,,,,43784,-97.13527,137,,,,,,
,,,,,43926,-62.02667,142,,,,,,
,,,,,44000,,,240.13839721679688,11.945513725280762,13.920783996582031,286.5261535644531,0.736,0.001
,,,,,44012,-54.720383,86,,,,,,
,,,,,44079,-66.81264,67,,,,,,
,,,,,44167,-85.41456,88,,,,,,
,,,,,44249,-33.1296,82,,,,,,
,,,,,44325,-72.424736,76,,,,,,
,,,,,44477,-21.019463,152,,,,,,
,,,,,44563,-76.63187,86,,,,,,
,,,,,44728,-56.667336,165,,,,,,
,,,,,44852,-126.359695,124,,,,,,
,,,,,44956,45.869293,104,,,,,,
,,,,,45000,,,4.556233882904053,16.58806800842285,16.985872268676758,46.014251708984375,0.73,0.001
,,,,,45070,-41.87916,114,,,,,,
,,,,,45150,-101.376305,80,,,,,,
,,,,,45259,-85.70531,109,,,,,,
,,,,,45375,-58.499245,116,,,,,,
,,,,,45471,-71.3312,96,,,,,,
,,,,,45596,-220.16246,125,,,,,,
,,,,,45711,-170.39798,115,,,,,,
,,,,,45811,-84.675644,100,,,,,,
,,,,,45890,-47.683067,79,,,,,,
,,,,,46000,,,6.148667335510254,7.944923400878906,8.531854629516602,50.74342727661133,0.724,0.001
,,,,,46006,-110.992874,116,,,,,,
,,,,,46121,-85.861565,115,,,,,,
,,,,,46245,-38.41216,124,,,,,,
,,,,,46359,-80.56561,114,,,,,,
,,,,,46440,-118.386406,81,,,,,,
,,,,,46560,-73.77725,120,,,,,,
,,,,,46638,-131.55112,78,,,,,,
,,,,,46735,-85.38498,97,,,,,,
,,,,,46807,-40.35444,72,,,,,,
,,,,,46881,-90.93073,74,,,,,,
,,,,,46985,-75.95627,104,,,,,,
,,,,,47000,,,13.411770820617676,-2.1618032455444336,-1.4629366397857666,57.38691711425781,0.718,0.001
,,,,,47100,-85.79108,115,,,,,,
,,,,,47229,-29.98433,129,,,,,,
,,,,,47312,-45.6024,83,,,,,,
,,,,,47443,-61.77333,131,,,,,,
,,,,,47526,-56.825916,83,,,,,,
,,,,,47675,-74.67555,149,,,,,,
,,,,,47772,-46.016094,97,,,,,,
,,,,,47906,-130.25496,134,,,,,,
,,,,,48000,,,36.6053466796875,9.60080337524414,10.444025039672852,162.2220458984375,0.712,0.001
,,,,,48039,-79.60656,133,,,,,,
,,,,,48110,-56.742336,71,,,,,,
,,,,,48230,-51.809223,120,,,,,,
,,,,,48315,-70.8837,85,,,,,,
,,,,,48437,-32.64612,122,,,,,,
,,,,,48530,-89.45198,93,,,,,,
,,,,,48651,-10.519302,121,,,,,,
,,,,,48761,-154.63486,110,,,,,,
,,,,,48823,-56.38964,62,,,,,,
,,,,,48937,-103.93261,114,,,,,,
,,,,,49000,,,8.427305221557617,3.907343864440918,3.9549312591552734,66.2353286743164,0.706,0.001
,,,,,49015,-65.434494,78,,,,,,
,,,,,49105,-70.31313,90,,,,,,
,,,,,49190,-105.89288,85,,,,,,
,,,,,49303,-69.21951,113,,,,,,
,,,,,49390,-46.72911,87,,,,,,
,,,,,49498,-59.73866,108,,,,,,
,,,,,49581,-67.65445,83,,,,,,
,,,,,49657,-39.611217,76,,,,,,
,,,,,49751,-73.70039,94,,,,,,
,,,,,49982,-19.537766,231,,,,,,
-151.4616,77.92006,-64.64721,-281.77805,579.2,50000,,,19.052804946899414,10.191946029663086,9.724082946777344,106.27054595947266,0.7,0.001
,,,,,50100,-47.955456,118,,,,,,
,,,,,50200,-82.42997,100,,,,,,
,,,,,50314,-41.334732,114,,,,,,
,,,,,50436,-37.40951,122,,,,,,
,,,,,50577,-105.803696,141,,,,,,
,,,,,50686,-107.31002,109,,,,,,
,,,,,50766,-23.687592,80,,,,,,
,,,,,50907,-64.83712,141,,,,,,
,,,,,51000,,,4.852705478668213,16.431814193725586,16.3436279296875,43.45859146118164,0.694,0.001
,,,,,51014,-99.563835,107,,,,,,
,,,,,51116,-41.4673,102,,,,,,
,,,,,51196,-59.60166,80,,,,,,
,,,,,51344,-55.86949,148,,,,,,
,,,,,51417,-9.520302,73,,,,,,
,,,,,51482,-59.429237,65,,,,,,
,,,,,51618,-77.18913,136,,,,,,
,,,,,51710,-83.607414,92,,,,,,
,,,,,51864,-4.3946075,154,,,,,,
,,,,,51971,-41.879105,107,,,,,,
,,,,,52000,,,9.269075393676758,6.896413803100586,6.541267395019531,65.09137725830078,0.688,0.001
,,,,,52092,-111.36501,121,,,,,,
,,,,,52156,-50.259315,64,,,,,,
,,,,,52278,-89.55046,122,,,,,,
,,,,,52361,-52.93036,83,,,,,,
,,,,,52472,-100.50436,111,,,,,,
,,,,,52553,-83.40804,81,,,,,,
,,,,,52638,-83.31043,85,,,,,,
,,,,,52726,-87.22725,88,,,,,,
,,,,,52814,-151.32765,88,,,,,,
,,,,,52904,-45.411446,90,,,,,,
,,,,,53000,,,7.914792537689209,12.800365447998047,12.700252532958984,36.057010650634766,0.6819999999999999,0.001
,,,,,53035,-54.257267,131,,,,,,
,,,,,53170,-57.37299,135,,,,,,
,,,,,53253,-71.62933,83,,,,,,
,,,,,53343,-90.97486,90,,,,,,
,,,,,53492,-51.286102,149,,,,,,
,,,,,53575,-57.679325,83,,,,,,
,,,,,53676,-35.895157,101,,,,,,
,,,,,53806,-28.054703,130,,,,,,
,,,,,53888,-24.056725,82,,,,,,
