Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,3822,19.0,19,,,,,,,,,,
,,,,,3829,7.0,7,,,,,,,,,,
,,,,,3834,5.0,5,,,,,,,,,,
,,,,,3838,4.0,4,,,,,,,,,,
,,,,,3841,3.0,3,,,,,,,,,,
,,,,,3848,7.0,7,,,,,,,,,,
,,,,,3853,5.0,5,,,,,,,,,,
,,,,,3856,3.0,3,,,,,,,,,,
,,,,,3864,8.0,8,,,,,,,,,,
,,,,,3874,10.0,10,,,,,,,,,,
,,,,,3885,11.0,11,,,,,,,,,,
,,,,,3896,11.0,11,,,,,,,,,,
,,,,,3911,15.0,15,,,,,,,,,,
,,,,,3916,5.0,5,,,,,,,,,,
,,,,,3919,3.0,3,,,,,,,,,,
,,,,,3924,5.0,5,,,,,,,,,,
,,,,,3933,9.0,9,,,,,,,,,,
,,,,,3941,8.0,8,,,,,,,,,,
,,,,,3950,9.0,9,,,,,,,,,,
,,,,,3955,5.0,5,,,,,,,,,,
,,,,,3966,11.0,11,,,,,,,,,,
,,,,,3969,3.0,3,,,,,,,,,,
,,,,,3975,6.0,6,,,,,,,,,,
,,,,,3984,9.0,9,,,,,,,,,,
,,,,,3990,6.0,6,,,,,,,,,,
,,,,,4001,11.0,11,,,,,,,,,,
,,,,,4006,5.0,5,,,,,,,,,,
,,,,,4020,14.0,14,,,,,,,,,,
,,,,,4035,15.0,15,,,,,,,,,,
,,,,,4048,13.0,13,,,,,,,,,,
,,,,,4087,39.0,39,,,,,,,,,,
,,,,,4090,3.0,3,,,,,,,,,,
,,,,,4094,4.0,4,,,,,,,,,,
,,,,,4107,13.0,13,,,,,,,,,,
,,,,,4111,4.0,4,,,,,,,,,,
,,,,,4119,8.0,8,,,,,,,,,,
,,,,,4124,5.0,5,,,,,,,,,,
,,,,,4129,5.0,5,,,,,,,,,,
,,,,,4140,11.0,11,,,,,,,,,,
,,,,,4143,3.0,3,,,,,,,,,,
,,,,,4148,5.0,5,,,,,,,,,,
,,,,,4157,9.0,9,,,,,,,,,,
,,,,,4166,9.0,9,,,,,,,,,,
,,,,,4171,5.0,5,,,,,,,,,,
,,,,,4178,7.0,7,,,,,,,,,,
,,,,,4182,4.0,4,,,,,,,,,,
,,,,,4185,3.0,3,,,,,,,,,,
,,,,,4198,13.0,13,,,,,,,,,,
,,,,,4204,6.0,6,,,,,,,,,,
,,,,,4209,5.0,5,,,,,,,,,,
,,,,,4212,3.0,3,,,,,,,,,,
,,,,,4220,8.0,8,,,,,,,,,,
,,,,,4223,3.0,3,,,,,,,,,,
,,,,,4228,5.0,5,,,,,,,,,,
,,,,,4239,11.0,11,,,,,,,,,,
,,,,,4246,7.0,7,,,,,,,,,,
,,,,,4254,8.0,8,,,,,,,,,,
,,,,,4263,9.0,9,,,,,,,,,,
,,,,,4277,14.0,14,,,,,,,,,,
,,,,,4283,6.0,6,,,,,,,,,,
,,,,,4289,6.0,6,,,,,,,,,,
,,,,,4293,4.0,4,,,,,,,,,,
,,,,,4300,7.0,7,,,,,,,,,,
,,,,,4303,3.0,3,,,,,,,,,,
,,,,,4311,8.0,8,,,,,,,,,,
,,,,,4320,9.0,9,,,,,,,,,,
,,,,,4327,7.0,7,,,,,,,,,,
,,,,,4332,5.0,5,,,,,,,,,,
,,,,,4335,3.0,3,,,,,,,,,,
,,,,,4352,17.0,17,,,,,,,,,,
,,,,,4356,4.0,4,,,,,,,,,,
,,,,,4359,3.0,3,,,,,,,,,,
,,,,,4362,3.0,3,,,,,,,,,,
,,,,,4366,4.0,4,,,,,,,,,,
,,,,,4370,4.0,4,,,,,,,,,,
,,,,,4374,4.0,4,,,,,,,,,,
,,,,,4383,9.0,9,,,,,,,,,,
,,,,,4390,7.0,7,,,,,,,,,,
,,,,,4394,4.0,4,,,,,,,,,,
,,,,,4402,8.0,8,,,,,,,,,,
,,,,,4406,4.0,4,,,,,,,,,,
,,,,,4411,5.0,5,,,,,,,,,,
,,,,,4415,4.0,4,,,,,,,,,,
,,,,,4426,11.0,11,,,,,,,,,,
,,,,,4431,5.0,5,,,,,,,,,,
,,,,,4438,7.0,7,,,,,,,,,,
,,,,,4449,11.0,11,,,,,,,,,,
,,,,,4457,8.0,8,,,,,,,,,,
,,,,,4468,11.0,11,,,,,,,,,,
,,,,,4475,7.0,7,,,,,,,,,,
,,,,,4486,11.0,11,,,,,,,,,,
,,,,,4491,5.0,5,,,,,,,,,,
,,,,,4496,5.0,5,,,,,,,,,,
,,,,,4499,3.0,3,,,,,,,,,,
,,,,,4502,3.0,3,,,,,,,,,,
,,,,,4507,5.0,5,,,,,,,,,,
,,,,,4517,10.0,10,,,,,,,,,,
,,,,,4520,3.0,3,,,,,,,,,,
,,,,,4525,5.0,5,,,,,,,,,,
,,,,,4544,19.0,19,,,,,,,,,,
,,,,,4549,5.0,5,,,,,,,,,,
,,,,,4558,9.0,9,,,,,,,,,,
,,,,,4562,4.0,4,,,,,,,,,,
,,,,,4569,7.0,7,,,,,,,,,,
,,,,,4575,6.0,6,,,,,,,,,,
,,,,,4579,4.0,4,,,,,,,,,,
,,,,,4583,4.0,4,,,,,,,,,,
,,,,,4587,4.0,4,,,,,,,,,,
,,,,,4594,7.0,7,,,,,,,,,,
,,,,,4607,13.0,13,,,,,,,,,,
,,,,,4611,4.0,4,,,,,,,,,,
,,,,,4616,5.0,5,,,,,,,,,,
,,,,,4620,4.0,4,,,,,,,,,,
,,,,,4626,6.0,6,,,,,,,,,,
,,,,,4632,6.0,6,,,,,,,,,,
,,,,,4636,4.0,4,,,,,,,,,,
,,,,,4642,6.0,6,,,,,,,,,,
,,,,,4648,6.0,6,,,,,,,,,,
,,,,,4654,6.0,6,,,,,,,,,,
,,,,,4661,7.0,7,,,,,,,,,,
,,,,,4666,5.0,5,,,,,,,,,,
,,,,,4675,9.0,9,,,,,,,,,,
,,,,,4680,5.0,5,,,,,,,,,,
,,,,,4684,4.0,4,,,,,,,,,,
,,,,,4689,5.0,5,,,,,,,,,,
,,,,,4692,3.0,3,,,,,,,,,,
,,,,,4696,4.0,4,,,,,,,,,,
,,,,,4700,4.0,4,,,,,,,,,,
,,,,,4709,9.0,9,,,,,,,,,,
,,,,,4715,6.0,6,,,,,,,,,,
,,,,,4719,4.0,4,,,,,,,,,,
,,,,,4723,4.0,4,,,,,,,,,,
,,,,,4727,4.0,4,,,,,,,,,,
,,,,,4733,6.0,6,,,,,,,,,,
,,,,,4739,6.0,6,,,,,,,,,,
,,,,,4749,10.0,10,,,,,,,,,,
,,,,,4757,8.0,8,,,,,,,,,,
,,,,,4761,4.0,4,,,,,,,,,,
,,,,,4772,11.0,11,,,,,,,,,,
,,,,,4781,9.0,9,,,,,,,,,,
,,,,,4788,7.0,7,,,,,,,,,,
,,,,,4794,6.0,6,,,,,,,,,,
,,,,,4801,7.0,7,,,,,,,,,,
,,,,,4811,10.0,10,,,,,,,,,,
,,,,,4835,24.0,24,,,,,,,,,,
,,,,,4840,5.0,5,,,,,,,,,,
,,,,,4848,8.0,8,,,,,,,,,,
,,,,,4852,4.0,4,,,,,,,,,,
,,,,,4856,4.0,4,,,,,,,,,,
,,,,,4868,12.0,12,,,,,,,,,,
,,,,,4874,6.0,6,,,,,,,,,,
,,,,,4882,8.0,8,,,,,,,,,,
,,,,,4888,6.0,6,,,,,,,,,,
,,,,,4895,7.0,7,,,,,,,,,,
,,,,,4900,5.0,5,,,,,,,,,,
,,,,,4909,9.0,9,,,,,,,,,,
,,,,,4913,4.0,4,,,,,,,,,,
,,,,,4920,7.0,7,,,,,,,,,,
,,,,,4926,6.0,6,,,,,,,,,,
,,,,,4929,3.0,3,,,,,,,,,,
,,,,,4933,4.0,4,,,,,,,,,,
,,,,,4938,5.0,5,,,,,,,,,,
,,,,,4941,3.0,3,,,,,,,,,,
,,,,,4948,7.0,7,,,,,,,,,,
,,,,,4953,5.0,5,,,,,,,,,,
,,,,,4956,3.0,3,,,,,,,,,,
,,,,,4967,11.0,11,,,,,,,,,,
,,,,,4981,14.0,14,,,,,,,,,,
,,,,,4991,10.0,10,,,,,,,,,,
,,,,,4999,8.0,8,,,,,,,,,,
6.9,3.3896904,15.0,3.0,6.9,5000,,,-0.1390150636434555,0.6593009233474731,1.082068681716919,0.0599646121263504,1.0986560583114624,0.09999999403953552,0.1631273478269577,0.0003,0.0003,0.09999001026153564
,,,,,5017,18.0,18,,,,,,,,,,
,,,,,5024,7.0,7,,,,,,,,,,
,,,,,5029,5.0,5,,,,,,,,,,
,,,,,5032,3.0,3,,,,,,,,,,
,,,,,5036,4.0,4,,,,,,,,,,
,,,,,5043,7.0,7,,,,,,,,,,
,,,,,5046,3.0,3,,,,,,,,,,
,,,,,5049,3.0,3,,,,,,,,,,
,,,,,5057,8.0,8,,,,,,,,,,
,,,,,5060,3.0,3,,,,,,,,,,
,,,,,5065,5.0,5,,,,,,,,,,
,,,,,5070,5.0,5,,,,,,,,,,
,,,,,5078,8.0,8,,,,,,,,,,
,,,,,5084,6.0,6,,,,,,,,,,
,,,,,5087,3.0,3,,,,,,,,,,
,,,,,5093,6.0,6,,,,,,,,,,
,,,,,5100,7.0,7,,,,,,,,,,
,,,,,5107,7.0,7,,,,,,,,,,
,,,,,5115,8.0,8,,,,,,,,,,
,,,,,5118,3.0,3,,,,,,,,,,
,,,,,5134,16.0,16,,,,,,,,,,
,,,,,5139,5.0,5,,,,,,,,,,
,,,,,5143,4.0,4,,,,,,,,,,
,,,,,5153,10.0,10,,,,,,,,,,
,,,,,5157,4.0,4,,,,,,,,,,
,,,,,5160,3.0,3,,,,,,,,,,
,,,,,5163,3.0,3,,,,,,,,,,
,,,,,5166,3.0,3,,,,,,,,,,
,,,,,5172,6.0,6,,,,,,,,,,
,,,,,5181,9.0,9,,,,,,,,,,
,,,,,5185,4.0,4,,,,,,,,,,
,,,,,5188,3.0,3,,,,,,,,,,
,,,,,5197,9.0,9,,,,,,,,,,
,,,,,5202,5.0,5,,,,,,,,,,
,,,,,5206,4.0,4,,,,,,,,,,
,,,,,5219,13.0,13,,,,,,,,,,
,,,,,5226,7.0,7,,,,,,,,,,
,,,,,5229,3.0,3,,,,,,,,,,
,,,,,5234,5.0,5,,,,,,,,,,
,,,,,5237,3.0,3,,,,,,,,,,
,,,,,5240,3.0,3,,,,,,,,,,
,,,,,5244,4.0,4,,,,,,,,,,
,,,,,5249,5.0,5,,,,,,,,,,
,,,,,5254,5.0,5,,,,,,,,,,
,,,,,5262,8.0,8,,,,,,,,,,
,,,,,5273,11.0,11,,,,,,,,,,
,,,,,5277,4.0,4,,,,,,,,,,
,,,,,5285,8.0,8,,,,,,,,,,
,,,,,5289,4.0,4,,,,,,,,,,
,,,,,5297,8.0,8,,,,,,,,,,
,,,,,5311,14.0,14,,,,,,,,,,
,,,,,5316,5.0,5,,,,,,,,,,
,,,,,5326,10.0,10,,,,,,,,,,
,,,,,5334,8.0,8,,,,,,,,,,
,,,,,5338,4.0,4,,,,,,,,,,
,,,,,5359,21.0,21,,,,,,,,,,
,,,,,5365,6.0,6,,,,,,,,,,
,,,,,5369,4.0,4,,,,,,,,,,
,,,,,5377,8.0,8,,,,,,,,,,
,,,,,5403,26.0,26,,,,,,,,,,
,,,,,5420,17.0,17,,,,,,,,,,
,,,,,5446,26.0,26,,,,,,,,,,
,,,,,5465,19.0,19,,,,,,,,,,
,,,,,5477,12.0,12,,,,,,,,,,
,,,,,5486,9.0,9,,,,,,,,,,
,,,,,5503,17.0,17,,,,,,,,,,
,,,,,5530,27.0,27,,,,,,,,,,
,,,,,5548,18.0,18,,,,,,,,,,
,,,,,5561,13.0,13,,,,,,,,,,
,,,,,5576,15.0,15,,,,,,,,,,
,,,,,5603,27.0,27,,,,,,,,,,
,,,,,5615,12.0,12,,,,,,,,,,
,,,,,5650,35.0,35,,,,,,,,,,
,,,,,5663,13.0,13,,,,,,,,,,
,,,,,5700,37.0,37,,,,,,,,,,
,,,,,5739,39.0,39,,,,,,,,,,
,,,,,5795,56.0,56,,,,,,,,,,
,,,,,5829,34.0,34,,,,,,,,,,
,,,,,5868,39.0,39,,,,,,,,,,
,,,,,5915,47.0,47,,,,,,,,,,
,,,,,5952,37.0,37,,,,,,,,,,
,,,,,5987,35.0,35,,,,,,,,,,
,,,,,6000,,,-4.832931041717529,-0.43015390634536743,0.7047141790390015,4.2613911628723145,4.250001430511475,0.09287479519844055,0.04258153215050697,0.0003,0.0003,0.0928712785243988
,,,,,6018,31.0,31,,,,,,,,,,
,,,,,6047,29.0,29,,,,,,,,,,
,,,,,6077,30.0,30,,,,,,,,,,
,,,,,6152,75.0,75,,,,,,,,,,
,,,,,6183,31.0,31,,,,,,,,,,
,,,,,6218,35.0,35,,,,,,,,,,
,,,,,6261,43.0,43,,,,,,,,,,
,,,,,6318,57.0,57,,,,,,,,,,
,,,,,6383,65.0,65,,,,,,,,,,
,,,,,6435,52.0,52,,,,,,,,,,
,,,,,6480,45.0,45,,,,,,,,,,
,,,,,6576,96.0,96,,,,,,,,,,
,,,,,6651,75.0,75,,,,,,,,,,
,,,,,6709,58.0,58,,,,,,,,,,
,,,,,6761,52.0,52,,,,,,,,,,
,,,,,6808,47.0,47,,,,,,,,,,
,,,,,6856,48.0,48,,,,,,,,,,
,,,,,6914,58.0,58,,,,,,,,,,
,,,,,6972,58.0,58,,,,,,,,,,
,,,,,7000,,,-9.461991310119629,-0.8734516501426697,1.4910011291503906,8.464956283569336,8.408836364746094,0.09029113501310349,0.00955916941165924,0.0003,0.0003,0.09028973430395126
,,,,,7021,49.0,49,,,,,,,,,,
,,,,,7101,80.0,80,,,,,,,,,,
,,,,,7160,59.0,59,,,,,,,,,,
,,,,,7252,92.0,92,,,,,,,,,,
,,,,,7342,90.0,90,,,,,,,,,,
,,,,,7421,79.0,79,,,,,,,,,,
,,,,,7531,110.0,110,,,,,,,,,,
,,,,,7633,102.0,102,,,,,,,,,,
,,,,,7735,102.0,102,,,,,,,,,,
,,,,,7818,83.0,83,,,,,,,,,,
,,,,,7896,78.0,78,,,,,,,,,,
,,,,,7981,85.0,85,,,,,,,,,,
,,,,,8000,,,-15.287525177001953,-0.7032613754272461,1.8119704723358154,13.874117851257324,13.936178207397461,0.08897115290164948,0.025842955335974693,0.0003,0.0003,0.08896765112876892
,,,,,8076,95.0,95,,,,,,,,,,
,,,,,8157,81.0,81,,,,,,,,,,
,,,,,8252,95.0,95,,,,,,,,,,
,,,,,8330,78.0,78,,,,,,,,,,
,,,,,8430,100.0,100,,,,,,,,,,
,,,,,8566,136.0,136,,,,,,,,,,
,,,,,8652,86.0,86,,,,,,,,,,
,,,,,8744,92.0,92,,,,,,,,,,
,,,,,8904,160.0,160,,,,,,,,,,
,,,,,8994,90.0,90,,,,,,,,,,
,,,,,9000,,,-19.22856330871582,-0.9613364338874817,4.348683834075928,17.32671356201172,17.177810668945312,0.08415485173463821,0.014761405065655708,0.0003,0.0003,0.08414612710475922
,,,,,9062,68.0,68,,,,,,,,,,
,,,,,9144,82.0,82,,,,,,,,,,
,,,,,9207,63.0,63,,,,,,,,,,
,,,,,9277,70.0,70,,,,,,,,,,
,,,,,9354,77.0,77,,,,,,,,,,
,,,,,9422,68.0,68,,,,,,,,,,
,,,,,9493,71.0,71,,,,,,,,,,
,,,,,9564,71.0,71,,,,,,,,,,
,,,,,9665,101.0,101,,,,,,,,,,
,,,,,9738,73.0,73,,,,,,,,,,
,,,,,9803,65.0,65,,,,,,,,,,
,,,,,9877,74.0,74,,,,,,,,,,
,,,,,9947,70.0,70,,,,,,,,,,
76.2,8.255907,93.0,63.0,76.2,10000,,,-23.702917098999023,-0.8192332983016968,8.77981948852539,20.84583854675293,20.7972354888916,0.07720673829317093,0.0077429478988051414,0.0003,0.0003,0.07720110565423965
,,,,,10018,71.0,71,,,,,,,,,,
,,,,,10086,68.0,68,,,,,,,,,,
,,,,,10149,63.0,63,,,,,,,,,,
,,,,,10209,60.0,60,,,,,,,,,,
,,,,,10283,74.0,74,,,,,,,,,,
,,,,,10341,58.0,58,,,,,,,,,,
,,,,,10434,93.0,93,,,,,,,,,,
,,,,,10498,64.0,64,,,,,,,,,,
,,,,,10557,59.0,59,,,,,,,,,,
,,,,,10641,84.0,84,,,,,,,,,,
,,,,,10713,72.0,72,,,,,,,,,,
,,,,,10797,84.0,84,,,,,,,,,,
,,,,,10861,64.0,64,,,,,,,,,,
,,,,,10965,104.0,104,,,,,,,,,,
,,,,,11000,,,-27.269519805908203,-0.6501368284225464,2.4035685062408447,26.0159854888916,26.062042236328125,0.07065309584140778,0.029228944331407547,0.0003,0.0003,0.07064620405435562
,,,,,11047,82.0,82,,,,,,,,,,
,,,,,11118,71.0,71,,,,,,,,,,
,,,,,11181,63.0,63,,,,,,,,,,
,,,,,11247,66.0,66,,,,,,,,,,
,,,,,11317,70.0,70,,,,,,,,,,
,,,,,11427,110.0,110,,,,,,,,,,
,,,,,11525,98.0,98,,,,,,,,,,
,,,,,11616,91.0,91,,,,,,,,,,
,,,,,11706,90.0,90,,,,,,,,,,
,,,,,11784,78.0,78,,,,,,,,,,
,,,,,11863,79.0,79,,,,,,,,,,
,,,,,11937,74.0,74,,,,,,,,,,
,,,,,12000,,,-31.425479888916016,-0.547982931137085,1.606184720993042,29.541305541992188,29.408226013183594,0.06490716338157654,0.024903886020183563,0.0003,0.0003,0.0649016872048378
,,,,,12006,69.0,69,,,,,,,,,,
,,,,,12083,77.0,77,,,,,,,,,,
,,,,,12151,68.0,68,,,,,,,,,,
,,,,,12227,76.0,76,,,,,,,,,,
,,,,,12282,55.0,55,,,,,,,,,,
,,,,,12343,61.0,61,,,,,,,,,,
,,,,,12405,62.0,62,,,,,,,,,,
,,,,,12466,61.0,61,,,,,,,,,,
,,,,,12536,70.0,70,,,,,,,,,,
,,,,,12592,56.0,56,,,,,,,,,,
,,,,,12647,55.0,55,,,,,,,,,,
,,,,,12719,72.0,72,,,,,,,,,,
,,,,,12779,60.0,60,,,,,,,,,,
,,,,,12837,58.0,58,,,,,,,,,,
,,,,,12891,54.0,54,,,,,,,,,,
,,,,,12948,57.0,57,,,,,,,,,,
,,,,,13000,,,-35.06381607055664,-0.8167179822921753,5.582587242126465,32.156211853027344,32.18157196044922,0.06060556322336197,0.005727911368012428,0.0003,0.0003,0.0606025867164135
,,,,,13001,53.0,53,,,,,,,,,,
,,,,,13053,52.0,52,,,,,,,,,,
,,,,,13107,54.0,54,,,,,,,,,,
,,,,,13159,52.0,52,,,,,,,,,,
,,,,,13212,53.0,53,,,,,,,,,,
,,,,,13261,49.0,49,,,,,,,,,,
,,,,,13314,53.0,53,,,,,,,,,,
,,,,,13370,56.0,56,,,,,,,,,,
,,,,,13422,52.0,52,,,,,,,,,,
,,,,,13474,52.0,52,,,,,,,,,,
,,,,,13527,53.0,53,,,,,,,,,,
,,,,,13580,53.0,53,,,,,,,,,,
,,,,,13639,59.0,59,,,,,,,,,,
,,,,,13693,54.0,54,,,,,,,,,,
,,,,,13745,52.0,52,,,,,,,,,,
,,,,,13804,59.0,59,,,,,,,,,,
,,,,,13863,59.0,59,,,,,,,,,,
,,,,,13919,56.0,56,,,,,,,,,,
,,,,,13972,53.0,53,,,,,,,,,,
,,,,,14000,,,-39.2034797668457,-0.8326683044433594,11.95711612701416,35.705936431884766,35.378265380859375,0.058503031730651855,0.00623755669221282,0.0003,0.0003,0.05850052088499069
,,,,,14032,60.0,60,,,,,,,,,,
,,,,,14094,62.0,62,,,,,,,,,,
,,,,,14148,54.0,54,,,,,,,,,,
,,,,,14203,55.0,55,,,,,,,,,,
,,,,,14263,60.0,60,,,,,,,,,,
,,,,,14330,67.0,67,,,,,,,,,,
,,,,,14389,59.0,59,,,,,,,,,,
,,,,,14445,56.0,56,,,,,,,,,,
,,,,,14500,55.0,55,,,,,,,,,,
,,,,,14558,58.0,58,,,,,,,,,,
,,,,,14618,60.0,60,,,,,,,,,,
,,,,,14677,59.0,59,,,,,,,,,,
,,,,,14735,58.0,58,,,,,,,,,,
,,,,,14801,66.0,66,,,,,,,,,,
,,,,,14869,68.0,68,,,,,,,,,,
,,,,,14928,59.0,59,,,,,,,,,,
,,,,,14991,63.0,63,,,,,,,,,,
57.9,2.9478807,64.0,55.0,57.9,15000,,,-40.91395950317383,-0.7635764479637146,4.492286205291748,39.16522979736328,39.21462631225586,0.05579577386379242,0.010150684975087643,0.0003,0.0003,0.055793315172195435
,,,,,15052,61.0,61,,,,,,,,,,
,,,,,15112,60.0,60,,,,,,,,,,
,,,,,15171,59.0,59,,,,,,,,,,
,,,,,15239,68.0,68,,,,,,,,,,
,,,,,15299,60.0,60,,,,,,,,,,
,,,,,15362,63.0,63,,,,,,,,,,
,,,,,15437,75.0,75,,,,,,,,,,
,,,,,15497,60.0,60,,,,,,,,,,
,,,,,15558,61.0,61,,,,,,,,,,
,,,,,15627,69.0,69,,,,,,,,,,
,,,,,15689,62.0,62,,,,,,,,,,
,,,,,15750,61.0,61,,,,,,,,,,
,,,,,15814,64.0,64,,,,,,,,,,
,,,,,15916,102.0,102,,,,,,,,,,
,,,,,15978,62.0,62,,,,,,,,,,
,,,,,16000,,,-42.887550354003906,-1.0220280885696411,21.12591552734375,40.304561614990234,40.120994567871094,0.05452364683151245,-0.0031591374427080154,0.0003,0.0003,0.05452355369925499
,,,,,16036,58.0,58,,,,,,,,,,
,,,,,16098,62.0,62,,,,,,,,,,
,,,,,16165,67.0,67,,,,,,,,,,
,,,,,16227,62.0,62,,,,,,,,,,
,,,,,16294,67.0,67,,,,,,,,,,
,,,,,16349,55.0,55,,,,,,,,,,
,,,,,16426,77.0,77,,,,,,,,,,
,,,,,16481,55.0,55,,,,,,,,,,
,,,,,16534,53.0,53,,,,,,,,,,
,,,,,16590,56.0,56,,,,,,,,,,
,,,,,16647,57.0,57,,,,,,,,,,
,,,,,16703,56.0,56,,,,,,,,,,
,,,,,16764,61.0,61,,,,,,,,,,
,,,,,16821,57.0,57,,,,,,,,,,
,,,,,16878,57.0,57,,,,,,,,,,
,,,,,16931,53.0,53,,,,,,,,,,
,,,,,16993,62.0,62,,,,,,,,,,
,,,,,17000,,,-45.86054992675781,-0.95500648021698,10.543606758117676,43.68403625488281,43.815162658691406,0.05434228107333183,0.0006468630162999034,0.0003,0.0003,0.05434176325798035
,,,,,17047,54.0,54,,,,,,,,,,
,,,,,17110,63.0,63,,,,,,,,,,
,,,,,17170,60.0,60,,,,,,,,,,
,,,,,17224,54.0,54,,,,,,,,,,
,,,,,17283,59.0,59,,,,,,,,,,
,,,,,17332,49.0,49,,,,,,,,,,
,,,,,17383,51.0,51,,,,,,,,,,
,,,,,17434,51.0,51,,,,,,,,,,
,,,,,17483,49.0,49,,,,,,,,,,
,,,,,17545,62.0,62,,,,,,,,,,
,,,,,17596,51.0,51,,,,,,,,,,
,,,,,17651,55.0,55,,,,,,,,,,
,,,,,17716,65.0,65,,,,,,,,,,
,,,,,17769,53.0,53,,,,,,,,,,
,,,,,17827,58.0,58,,,,,,,,,,
,,,,,17881,54.0,54,,,,,,,,,,
,,,,,17933,52.0,52,,,,,,,,,,
,,,,,17991,58.0,58,,,,,,,,,,
,,,,,18000,,,-46.848777770996094,-1.0109035968780518,9.728738784790039,44.94145965576172,44.45043182373047,0.05450370907783508,0.002635457320138812,0.0003,0.0003,0.054504137486219406
,,,,,18042,51.0,51,,,,,,,,,,
,,,,,18095,53.0,53,,,,,,,,,,
,,,,,18152,57.0,57,,,,,,,,,,
,,,,,18216,64.0,64,,,,,,,,,,
,,,,,18271,55.0,55,,,,,,,,,,
,,,,,18332,61.0,61,,,,,,,,,,
,,,,,18413,81.0,81,,,,,,,,,,
,,,,,18467,54.0,54,,,,,,,,,,
,,,,,18531,64.0,64,,,,,,,,,,
,,,,,18583,52.0,52,,,,,,,,,,
,,,,,18644,61.0,61,,,,,,,,,,
,,,,,18699,55.0,55,,,,,,,,,,
,,,,,18750,51.0,51,,,,,,,,,,
,,,,,18812,62.0,62,,,,,,,,,,
,,,,,18863,51.0,51,,,,,,,,,,
,,,,,18917,54.0,54,,,,,,,,,,
,,,,,18982,65.0,65,,,,,,,,,,
,,,,,19000,,,-50.07109832763672,-0.8990678191184998,3.9762392044067383,46.52593994140625,46.67430877685547,0.05387631058692932,-0.0004911081632599235,0.0003,0.0003,0.05387601628899574
,,,,,19035,53.0,53,,,,,,,,,,
,,,,,19093,58.0,58,,,,,,,,,,
,,,,,19145,52.0,52,,,,,,,,,,
,,,,,19205,60.0,60,,,,,,,,,,
,,,,,19266,61.0,61,,,,,,,,,,
,,,,,19321,55.0,55,,,,,,,,,,
,,,,,19387,66.0,66,,,,,,,,,,
,,,,,19453,66.0,66,,,,,,,,,,
,,,,,19518,65.0,65,,,,,,,,,,
,,,,,19577,59.0,59,,,,,,,,,,
,,,,,19649,72.0,72,,,,,,,,,,
,,,,,19716,67.0,67,,,,,,,,,,
,,,,,19785,69.0,69,,,,,,,,,,
,,,,,19837,52.0,52,,,,,,,,,,
,,,,,19901,64.0,64,,,,,,,,,,
,,,,,19961,60.0,60,,,,,,,,,,
62.2,5.0159745,71.0,56.0,62.2,20000,,,-50.57771682739258,-1.169865369796753,5.5792083740234375,47.71417236328125,47.597389221191406,0.05355415865778923,-0.0037434338591992855,0.0003,0.0003,0.05355234816670418
,,,,,20035,74.0,74,,,,,,,,,,
,,,,,20088,53.0,53,,,,,,,,,,
,,,,,20149,61.0,61,,,,,,,,,,
,,,,,20218,69.0,69,,,,,,,,,,
,,,,,20284,66.0,66,,,,,,,,,,
,,,,,20354,70.0,70,,,,,,,,,,
,,,,,20414,60.0,60,,,,,,,,,,
,,,,,20487,73.0,73,,,,,,,,,,
,,,,,20563,76.0,76,,,,,,,,,,
,,,,,20626,63.0,63,,,,,,,,,,
,,,,,20685,59.0,59,,,,,,,,,,
,,,,,20760,75.0,75,,,,,,,,,,
,,,,,20819,59.0,59,,,,,,,,,,
,,,,,20884,65.0,65,,,,,,,,,,
,,,,,20943,59.0,59,,,,,,,,,,
,,,,,21000,,,-51.973045349121094,-1.1659597158432007,7.446208953857422,48.71052169799805,48.52263641357422,0.05309994891285896,-0.004925718996673822,0.0003,0.0003,0.053098708391189575
,,,,,21009,66.0,66,,,,,,,,,,
,,,,,21095,86.0,86,,,,,,,,,,
,,,,,21172,77.0,77,,,,,,,,,,
,,,,,21229,57.0,57,,,,,,,,,,
,,,,,21308,79.0,79,,,,,,,,,,
,,,,,21393,85.0,85,,,,,,,,,,
,,,,,21455,62.0,62,,,,,,,,,,
,,,,,21516,61.0,61,,,,,,,,,,
,,,,,21583,67.0,67,,,,,,,,,,
,,,,,21649,66.0,66,,,,,,,,,,
,,,,,21713,64.0,64,,,,,,,,,,
,,,,,21781,68.0,68,,,,,,,,,,
,,,,,21852,71.0,71,,,,,,,,,,
,,,,,21916,64.0,64,,,,,,,,,,
,,,,,21988,72.0,72,,,,,,,,,,
,,,,,22000,,,-53.98982238769531,-0.9135435223579407,5.852585315704346,52.450775146484375,52.360877990722656,0.05331401526927948,-0.0049863532185554504,0.0003,0.0003,0.053313788026571274
,,,,,22049,61.0,61,,,,,,,,,,
,,,,,22113,64.0,64,,,,,,,,,,
,,,,,22173,60.0,60,,,,,,,,,,
,,,,,22235,62.0,62,,,,,,,,,,
,,,,,22301,66.0,66,,,,,,,,,,
,,,,,22376,75.0,75,,,,,,,,,,
,,,,,22446,70.0,70,,,,,,,,,,
