Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,2839,4.0,4,,,,,,,,
,,,,,2846,7.0,7,,,,,,,,
,,,,,2860,14.0,14,,,,,,,,
,,,,,2871,11.0,11,,,,,,,,
,,,,,2876,5.0,5,,,,,,,,
,,,,,2880,4.0,4,,,,,,,,
,,,,,2886,6.0,6,,,,,,,,
,,,,,2889,3.0,3,,,,,,,,
,,,,,2903,14.0,14,,,,,,,,
,,,,,2911,8.0,8,,,,,,,,
,,,,,2923,12.0,12,,,,,,,,
,,,,,2930,7.0,7,,,,,,,,
,,,,,2936,6.0,6,,,,,,,,
,,,,,2945,9.0,9,,,,,,,,
,,,,,2950,5.0,5,,,,,,,,
,,,,,2958,8.0,8,,,,,,,,
,,,,,2970,12.0,12,,,,,,,,
,,,,,2978,8.0,8,,,,,,,,
,,,,,2982,4.0,4,,,,,,,,
,,,,,2989,7.0,7,,,,,,,,
,,,,,2995,6.0,6,,,,,,,,
,,,,,3002,7.0,7,,,,,,,,
,,,,,3010,8.0,8,,,,,,,,
,,,,,3013,3.0,3,,,,,,,,
,,,,,3024,11.0,11,,,,,,,,
,,,,,3034,10.0,10,,,,,,,,
,,,,,3041,7.0,7,,,,,,,,
,,,,,3047,6.0,6,,,,,,,,
,,,,,3052,5.0,5,,,,,,,,
,,,,,3059,7.0,7,,,,,,,,
,,,,,3067,8.0,8,,,,,,,,
,,,,,3073,6.0,6,,,,,,,,
,,,,,3077,4.0,4,,,,,,,,
,,,,,3081,4.0,4,,,,,,,,
,,,,,3093,12.0,12,,,,,,,,
,,,,,3097,4.0,4,,,,,,,,
,,,,,3101,4.0,4,,,,,,,,
,,,,,3104,3.0,3,,,,,,,,
,,,,,3117,13.0,13,,,,,,,,
,,,,,3120,3.0,3,,,,,,,,
,,,,,3124,4.0,4,,,,,,,,
,,,,,3127,3.0,3,,,,,,,,
,,,,,3130,3.0,3,,,,,,,,
,,,,,3134,4.0,4,,,,,,,,
,,,,,3138,4.0,4,,,,,,,,
,,,,,3142,4.0,4,,,,,,,,
,,,,,3151,9.0,9,,,,,,,,
,,,,,3155,4.0,4,,,,,,,,
,,,,,3161,6.0,6,,,,,,,,
,,,,,3165,4.0,4,,,,,,,,
,,,,,3173,8.0,8,,,,,,,,
,,,,,3178,5.0,5,,,,,,,,
,,,,,3189,11.0,11,,,,,,,,
,,,,,3192,3.0,3,,,,,,,,
,,,,,3196,4.0,4,,,,,,,,
,,,,,3201,5.0,5,,,,,,,,
,,,,,3205,4.0,4,,,,,,,,
,,,,,3208,3.0,3,,,,,,,,
,,,,,3212,4.0,4,,,,,,,,
,,,,,3221,9.0,9,,,,,,,,
,,,,,3227,6.0,6,,,,,,,,
,,,,,3233,6.0,6,,,,,,,,
,,,,,3236,3.0,3,,,,,,,,
,,,,,3241,5.0,5,,,,,,,,
,,,,,3249,8.0,8,,,,,,,,
,,,,,3255,6.0,6,,,,,,,,
,,,,,3265,10.0,10,,,,,,,,
,,,,,3275,10.0,10,,,,,,,,
,,,,,3281,6.0,6,,,,,,,,
,,,,,3287,6.0,6,,,,,,,,
,,,,,3303,16.0,16,,,,,,,,
,,,,,3306,3.0,3,,,,,,,,
,,,,,3309,3.0,3,,,,,,,,
