Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,14920,62.0,62,,,,,,
,,,,,14936,16.0,16,,,,,,
162.0,28.323135,227.0,120.0,162.0,15000,,,0.03376872465014458,12.385555267333984,12.435100555419922,1.1868512630462646,0.55,0.0005
,,,,,15014,78.0,78,,,,,,
,,,,,15049,35.0,35,,,,,,
,,,,,15089,40.0,40,,,,,,
,,,,,15111,22.0,22,,,,,,
,,,,,15160,49.0,49,,,,,,
,,,,,15232,72.0,72,,,,,,
,,,,,15250,18.0,18,,,,,,
,,,,,15290,40.0,40,,,,,,
,,,,,15307,17.0,17,,,,,,
,,,,,15321,14.0,14,,,,,,
,,,,,15334,13.0,13,,,,,,
,,,,,15362,28.0,28,,,,,,
,,,,,15380,18.0,18,,,,,,
,,,,,15395,15.0,15,,,,,,
,,,,,15410,15.0,15,,,,,,
,,,,,15471,61.0,61,,,,,,
,,,,,15494,23.0,23,,,,,,
,,,,,15561,67.0,67,,,,,,
,,,,,15731,170.0,170,,,,,,
,,,,,15763,32.0,32,,,,,,
,,,,,15834,71.0,71,,,,,,
,,,,,15860,26.0,26,,,,,,
,,,,,15874,14.0,14,,,,,,
,,,,,15887,13.0,13,,,,,,
,,,,,15922,35.0,35,,,,,,
,,,,,15959,37.0,37,,,,,,
,,,,,15993,34.0,34,,,,,,
,,,,,16000,,,0.04706571623682976,12.756943702697754,12.807092666625977,1.2158761024475098,0.52,0.0005
,,,,,16008,15.0,15,,,,,,
,,,,,16030,22.0,22,,,,,,
,,,,,16090,60.0,60,,,,,,
,,,,,16100,10.0,10,,,,,,
,,,,,16191,91.0,91,,,,,,
,,,,,16205,14.0,14,,,,,,
,,,,,16286,81.0,81,,,,,,
,,,,,16321,35.0,35,,,,,,
,,,,,16347,26.0,26,,,,,,
,,,,,16367,20.0,20,,,,,,
,,,,,16450,83.0,83,,,,,,
,,,,,16473,23.0,23,,,,,,
,,,,,16493,20.0,20,,,,,,
,,,,,16507,14.0,14,,,,,,
,,,,,16525,18.0,18,,,,,,
,,,,,16551,26.0,26,,,,,,
,,,,,16565,14.0,14,,,,,,
,,,,,16577,12.0,12,,,,,,
,,,,,16616,39.0,39,,,,,,
,,,,,16656,40.0,40,,,,,,
,,,,,16671,15.0,15,,,,,,
,,,,,16697,26.0,26,,,,,,
,,,,,16709,12.0,12,,,,,,
,,,,,16774,65.0,65,,,,,,
,,,,,16790,16.0,16,,,,,,
,,,,,16844,54.0,54,,,,,,
,,,,,16864,20.0,20,,,,,,
,,,,,16881,17.0,17,,,,,,
,,,,,16891,10.0,10,,,,,,
,,,,,16925,34.0,34,,,,,,
,,,,,16969,44.0,44,,,,,,
,,,,,16987,18.0,18,,,,,,
,,,,,17000,,,0.025796178728342056,14.237171173095703,14.229718208312988,0.7782179713249207,0.49,0.0005
,,,,,17006,19.0,19,,,,,,
,,,,,17053,47.0,47,,,,,,
,,,,,17142,89.0,89,,,,,,
,,,,,17187,45.0,45,,,,,,
,,,,,17202,15.0,15,,,,,,
,,,,,17232,30.0,30,,,,,,
,,,,,17271,39.0,39,,,,,,
,,,,,17292,21.0,21,,,,,,
,,,,,17319,27.0,27,,,,,,
,,,,,17336,17.0,17,,,,,,
,,,,,17377,41.0,41,,,,,,
,,,,,17409,32.0,32,,,,,,
,,,,,17439,30.0,30,,,,,,
,,,,,17453,14.0,14,,,,,,
158.2,55.747288,245.0,87.0,158.2,17500,,,0.06845803558826447,14.780521392822266,14.763326644897461,1.7404440641403198,0.475,0.0005
,,,,,17514,61.0,61,,,,,,
,,,,,17534,20.0,20,,,,,,
,,,,,17552,18.0,18,,,,,,
,,,,,17573,21.0,21,,,,,,
,,,,,17591,18.0,18,,,,,,
,,,,,17651,60.0,60,,,,,,
,,,,,17690,39.0,39,,,,,,
,,,,,17737,47.0,47,,,,,,
,,,,,17758,21.0,21,,,,,,
,,,,,17781,23.0,23,,,,,,
,,,,,17792,11.0,11,,,,,,
,,,,,17839,47.0,47,,,,,,
,,,,,17918,79.0,79,,,,,,
,,,,,17943,25.0,25,,,,,,
,,,,,17957,14.0,14,,,,,,
,,,,,17970,13.0,13,,,,,,
,,,,,17985,15.0,15,,,,,,
,,,,,17998,13.0,13,,,,,,
,,,,,18000,,,0.06310075521469116,14.934381484985352,14.920654296875,1.0943442583084106,0.45999999999999996,0.0005
,,,,,18080,82.0,82,,,,,,
,,,,,18099,19.0,19,,,,,,
,,,,,18159,60.0,60,,,,,,
,,,,,18177,18.0,18,,,,,,
,,,,,18210,33.0,33,,,,,,
,,,,,18223,13.0,13,,,,,,
,,,,,18233,10.0,10,,,,,,
,,,,,18247,14.0,14,,,,,,
,,,,,18263,16.0,16,,,,,,
,,,,,18278,15.0,15,,,,,,
,,,,,18323,45.0,45,,,,,,
,,,,,18358,35.0,35,,,,,,
,,,,,18370,12.0,12,,,,,,
,,,,,18395,25.0,25,,,,,,
,,,,,18455,60.0,60,,,,,,
,,,,,18536,81.0,81,,,,,,
,,,,,18548,12.0,12,,,,,,
,,,,,18562,14.0,14,,,,,,
,,,,,18581,19.0,19,,,,,,
,,,,,18594,13.0,13,,,,,,
,,,,,18612,18.0,18,,,,,,
,,,,,18622,10.0,10,,,,,,
,,,,,18632,10.0,10,,,,,,
,,,,,18647,15.0,15,,,,,,
,,,,,18714,67.0,67,,,,,,
,,,,,18773,59.0,59,,,,,,
,,,,,18802,29.0,29,,,,,,
,,,,,18874,72.0,72,,,,,,
