Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,42000,,,3.097242832183838,5.409791469573975,5.065073490142822,66.81261444091797,0.9546250000000001,9.97915625e-05
,,,,,42128,240.0,2162,,,,,,
,,,,,42519,210.0,1578,,,,,,
,,,,,43000,,,7.901370048522949,5.962882995605469,5.849606037139893,84.32161712646484,0.9525625,9.968739583333334e-05
,,,,,43043,240.0,2106,,,,,,
,,,,,43577,230.0,2138,,,,,,
,,,,,44000,,,4.854640960693359,6.48767614364624,6.810271263122559,160.31219482421875,0.9505,9.958322916666667e-05
,,,,,44016,200.0,1770,,,,,,
,,,,,44502,170.0,1946,,,,,,
,,,,,44923,170.0,1690,,,,,,
,,,,,45000,,,1.0492944717407227,5.77729606628418,5.347599506378174,96.6541519165039,0.9484375,9.947906250000001e-05
,,,,,46000,,,3.4328243732452393,6.571378707885742,7.138858318328857,110.0825424194336,0.946375,9.937489583333334e-05
,,,,,46243,750.0,5290,,,,,,
,,,,,46730,200.0,1978,,,,,,
,,,,,47000,,,1.0681246519088745,5.691623210906982,5.853546142578125,29.700233459472656,0.9443125,9.927072916666668e-05
,,,,,47178,210.0,1802,,,,,,
,,,,,48000,,,6.545387268066406,6.9734930992126465,6.622910022735596,114.84648132324219,0.94225,9.916656250000001e-05
,,,,,48268,1040.0,4370,,,,,,
,,,,,49000,,,4.771749973297119,9.268750190734863,8.846101760864258,116.57463836669922,0.9401875,9.906239583333335e-05
,,,,,49031,650.0,3074,,,,,,
,,,,,49502,190.0,1906,,,,,,
199.0,10.440307,210.0,180.0,1770.8,50000,,,4.954633712768555,8.71817398071289,8.624061584472656,127.89839172363281,0.938125,9.895822916666668e-05
,,,,,50020,310.0,2074,,,,,,
,,,,,50549,260.0,2146,,,,,,
,,,,,51000,,,3.668642520904541,6.459327697753906,6.3649001121521,62.35752868652344,0.9360625,9.88540625e-05
,,,,,51043,170.0,2002,,,,,,
,,,,,51513,270.0,1906,,,,,,
,,,,,52000,,,2.768639087677002,8.906354904174805,8.793220520019531,87.60872650146484,0.9339999999999999,9.874989583333334e-05
,,,,,52036,220.0,2098,,,,,,
,,,,,52549,330.0,2074,,,,,,
,,,,,52931,230.0,1530,,,,,,
,,,,,53000,,,3.364715099334717,6.249843597412109,6.51057767868042,42.138511657714844,0.9319375,9.864572916666666e-05
,,,,,53383,200.0,1818,,,,,,
,,,,,53842,180.0,1842,,,,,,
,,,,,54000,,,41.58134460449219,6.1095781326293945,7.739630222320557,352.1249084472656,0.929875,9.85415625e-05
,,,,,54339,250.0,2002,,,,,,
,,,,,54808,230.0,1898,,,,,,
,,,,,55000,,,7.025588512420654,10.935123443603516,11.111822128295898,73.25988006591797,0.9278125,9.843739583333333e-05
,,,,,55252,220.0,1786,,,,,,
,,,,,55677,120.0,1706,,,,,,
,,,,,56000,,,9.075469017028809,10.039798736572266,10.42977523803711,200.52418518066406,0.92575,9.833322916666668e-05
,,,,,56127,220.0,1810,,,,,,
,,,,,56661,390.0,2146,,,,,,
,,,,,57000,,,5.144257545471191,9.264167785644531,9.595324516296387,156.0012969970703,0.9236875,9.82290625e-05
,,,,,57349,480.0,2770,,,,,,
,,,,,57823,260.0,1922,,,,,,
,,,,,58000,,,9.799407958984375,11.922794342041016,11.003836631774902,314.9214172363281,0.921625,9.812489583333335e-05
,,,,,58267,210.0,1794,,,,,,
,,,,,58846,310.0,2330,,,,,,
,,,,,59000,,,5.697501182556152,11.789493560791016,11.72939682006836,166.38812255859375,0.9195625000000001,9.802072916666668e-05
,,,,,59275,160.0,1738,,,,,,
140.0,0.0,140.0,140.0,2522.0,60000,,,5.5090742111206055,12.0096435546875,11.265762329101562,184.676025390625,0.9175,9.79165625e-05
,,,,,60066,390.0,3162,,,,,,
,,,,,60656,240.0,2386,,,,,,
,,,,,61000,,,8.758448600769043,11.7032470703125,12.285896301269531,192.23207092285156,0.9154375,9.781239583333333e-05
,,,,,61076,200.0,1706,,,,,,
,,,,,61400,140.0,1322,,,,,,
,,,,,61978,370.0,2322,,,,,,
,,,,,62000,,,24.44046401977539,12.020612716674805,12.743576049804688,164.0016326904297,0.913375,9.770822916666668e-05
,,,,,62429,210.0,1826,,,,,,
,,,,,62924,220.0,1986,,,,,,
,,,,,63000,,,7.846450328826904,14.789942741394043,15.118414878845215,162.8060302734375,0.9113125,9.76040625e-05
,,,,,63540,340.0,2466,,,,,,
,,,,,63844,170.0,1234,,,,,,
,,,,,64000,,,7.434207916259766,12.870647430419922,11.911978721618652,240.25160217285156,0.90925,9.749989583333335e-05
,,,,,64307,220.0,1866,,,,,,
,,,,,64785,300.0,1938,,,,,,
,,,,,65000,,,5.569964408874512,15.620504379272461,15.470247268676758,122.75895690917969,0.9071875,9.739572916666667e-05
,,,,,65321,310.0,2170,,,,,,
,,,,,65809,160.0,1962,,,,,,
,,,,,66000,,,7.679919242858887,15.292953491210938,16.150259017944336,238.73802185058594,0.905125,9.72915625e-05
,,,,,66339,210.0,2146,,,,,,
,,,,,66726,240.0,1562,,,,,,
,,,,,67000,,,82.14063262939453,18.474048614501953,19.468307495117188,357.1913757324219,0.9030625,9.718739583333334e-05
,,,,,67178,300.0,1810,,,,,,
,,,,,67545,220.0,1474,,,,,,
,,,,,67996,260.0,1810,,,,,,
,,,,,68000,,,11.430099487304688,20.896846771240234,20.526901245117188,271.5313415527344,0.901,9.708322916666667e-05
,,,,,68543,390.0,2194,,,,,,
,,,,,68933,170.0,1578,,,,,,
,,,,,69000,,,6.851011276245117,20.317453384399414,20.400468826293945,163.34274291992188,0.8989375,9.69790625e-05
,,,,,69330,230.0,1594,,,,,,
,,,,,69806,240.0,1922,,,,,,
323.0,45.17743,390.0,280.0,2526.0,70000,,,4.676114559173584,16.225528717041016,15.492304801940918,170.23641967773438,0.896875,9.687489583333333e-05
,,,,,70483,610.0,2714,,,,,,
,,,,,70959,160.0,1906,,,,,,
,,,,,71000,,,5.846765518188477,20.714134216308594,20.87128257751465,120.5776596069336,0.8948125,9.677072916666667e-05
,,,,,71396,210.0,1762,,,,,,
,,,,,71893,240.0,1986,,,,,,
,,,,,72000,,,4.739861011505127,18.60194969177246,18.682125091552734,194.23231506347656,0.89275,9.66665625e-05
,,,,,72331,250.0,1770,,,,,,
,,,,,72817,340.0,1970,,,,,,
,,,,,73000,,,4.503612518310547,17.26202392578125,16.919275283813477,204.01829528808594,0.8906875,9.656239583333334e-05
,,,,,73285,310.0,1882,,,,,,
,,,,,73801,270.0,2082,,,,,,
,,,,,74000,,,11.106298446655273,19.969297409057617,19.950965881347656,215.66932678222656,0.888625,9.645822916666667e-05
,,,,,74445,540.0,2594,,,,,,
,,,,,74971,290.0,2114,,,,,,
,,,,,75000,,,53.37959671020508,16.890953063964844,17.133846282958984,213.10443115234375,0.8865625,9.635406250000001e-05
,,,,,75676,470.0,2842,,,,,,
,,,,,76000,,,10.408792495727539,22.90603256225586,23.87984275817871,314.0327453613281,0.8845,9.624989583333334e-05
,,,,,76186,230.0,2058,,,,,,
,,,,,76792,420.0,2426,,,,,,
,,,,,77000,,,2.861267328262329,22.898744583129883,22.18081283569336,220.98985290527344,0.8824375,9.614572916666667e-05
,,,,,77282,290.0,1962,,,,,,
,,,,,77609,140.0,1322,,,,,,
,,,,,78000,,,6.934487342834473,22.97385597229004,23.252037048339844,141.6580047607422,0.880375,9.60415625e-05
,,,,,78262,490.0,2634,,,,,,
,,,,,78810,370.0,2194,,,,,,
,,,,,79000,,,15.332523345947266,20.821001052856445,21.039058685302734,168.93626403808594,0.8783125,9.593739583333334e-05
,,,,,79397,250.0,2362,,,,,,
,,,,,79809,240.0,1674,,,,,,
312.0,61.449165,360.0,220.0,2275.6,80000,,,5.559002876281738,19.772159576416016,19.6823787689209,195.2908935546875,0.87625,9.583322916666667e-05
,,,,,80394,280.0,2346,,,,,,
,,,,,80897,220.0,2018,,,,,,
