Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
8.1,5.4120235,18.0,3.0,8.1,0,,,,,,,,,,
,,,,,8,9.0,9,,,,,,,,
,,,,,15,7.0,7,,,,,,,,
,,,,,19,4.0,4,,,,,,,,
,,,,,23,4.0,4,,,,,,,,
,,,,,27,4.0,4,,,,,,,,
,,,,,31,4.0,4,,,,,,,,
,,,,,37,6.0,6,,,,,,,,
,,,,,41,4.0,4,,,,,,,,
,,,,,46,5.0,5,,,,,,,,
,,,,,49,3.0,3,,,,,,,,
,,,,,56,7.0,7,,,,,,,,
,,,,,67,11.0,11,,,,,,,,
,,,,,74,7.0,7,,,,,,,,
,,,,,79,5.0,5,,,,,,,,
,,,,,83,4.0,4,,,,,,,,
,,,,,89,6.0,6,,,,,,,,
,,,,,93,4.0,4,,,,,,,,
,,,,,96,3.0,3,,,,,,,,
,,,,,107,11.0,11,,,,,,,,
,,,,,110,3.0,3,,,,,,,,
,,,,,116,6.0,6,,,,,,,,
,,,,,125,9.0,9,,,,,,,,
,,,,,129,4.0,4,,,,,,,,
,,,,,133,4.0,4,,,,,,,,
,,,,,136,3.0,3,,,,,,,,
,,,,,144,8.0,8,,,,,,,,
,,,,,148,4.0,4,,,,,,,,
,,,,,152,4.0,4,,,,,,,,
,,,,,157,5.0,5,,,,,,,,
,,,,,170,13.0,13,,,,,,,,
,,,,,174,4.0,4,,,,,,,,
,,,,,191,17.0,17,,,,,,,,
,,,,,194,3.0,3,,,,,,,,
,,,,,208,14.0,14,,,,,,,,
,,,,,217,9.0,9,,,,,,,,
,,,,,221,4.0,4,,,,,,,,
,,,,,226,5.0,5,,,,,,,,
,,,,,232,6.0,6,,,,,,,,
,,,,,235,3.0,3,,,,,,,,
,,,,,240,5.0,5,,,,,,,,
,,,,,248,8.0,8,,,,,,,,
,,,,,252,4.0,4,,,,,,,,
,,,,,255,3.0,3,,,,,,,,
,,,,,264,9.0,9,,,,,,,,
,,,,,268,4.0,4,,,,,,,,
,,,,,271,3.0,3,,,,,,,,
,,,,,274,3.0,3,,,,,,,,
,,,,,279,5.0,5,,,,,,,,
,,,,,284,5.0,5,,,,,,,,
,,,,,287,3.0,3,,,,,,,,
,,,,,291,4.0,4,,,,,,,,
,,,,,295,4.0,4,,,,,,,,
,,,,,310,15.0,15,,,,,,,,
,,,,,317,7.0,7,,,,,,,,
,,,,,320,3.0,3,,,,,,,,
,,,,,323,3.0,3,,,,,,,,
,,,,,327,4.0,4,,,,,,,,
,,,,,332,5.0,5,,,,,,,,
,,,,,335,3.0,3,,,,,,,,
,,,,,347,12.0,12,,,,,,,,
,,,,,352,5.0,5,,,,,,,,
,,,,,358,6.0,6,,,,,,,,
,,,,,364,6.0,6,,,,,,,,
,,,,,368,4.0,4,,,,,,,,
,,,,,374,6.0,6,,,,,,,,
,,,,,378,4.0,4,,,,,,,,
,,,,,381,3.0,3,,,,,,,,
,,,,,384,3.0,3,,,,,,,,
,,,,,405,21.0,21,,,,,,,,
,,,,,413,8.0,8,,,,,,,,
,,,,,417,4.0,4,,,,,,,,
,,,,,420,3.0,3,,,,,,,,
,,,,,423,3.0,3,,,,,,,,
,,,,,428,5.0,5,,,,,,,,
,,,,,433,5.0,5,,,,,,,,
,,,,,441,8.0,8,,,,,,,,
,,,,,444,3.0,3,,,,,,,,
,,,,,457,13.0,13,,,,,,,,
,,,,,460,3.0,3,,,,,,,,
,,,,,464,4.0,4,,,,,,,,
,,,,,471,7.0,7,,,,,,,,
,,,,,476,5.0,5,,,,,,,,
,,,,,479,3.0,3,,,,,,,,
,,,,,485,6.0,6,,,,,,,,
,,,,,488,3.0,3,,,,,,,,
,,,,,492,4.0,4,,,,,,,,
,,,,,495,3.0,3,,,,,,,,
,,,,,499,4.0,4,,,,,,,,
,,,,,502,3.0,3,,,,,,,,
,,,,,506,4.0,4,,,,,,,,
,,,,,509,3.0,3,,,,,,,,
,,,,,516,7.0,7,,,,,,,,
,,,,,519,3.0,3,,,,,,,,
,,,,,524,5.0,5,,,,,,,,
,,,,,533,9.0,9,,,,,,,,
,,,,,539,6.0,6,,,,,,,,
,,,,,546,7.0,7,,,,,,,,
,,,,,553,7.0,7,,,,,,,,
,,,,,558,5.0,5,,,,,,,,
,,,,,562,4.0,4,,,,,,,,
,,,,,567,5.0,5,,,,,,,,
,,,,,572,5.0,5,,,,,,,,
,,,,,579,7.0,7,,,,,,,,
,,,,,583,4.0,4,,,,,,,,
,,,,,590,7.0,7,,,,,,,,
,,,,,602,12.0,12,,,,,,,,
,,,,,606,4.0,4,,,,,,,,
,,,,,613,7.0,7,,,,,,,,
,,,,,616,3.0,3,,,,,,,,
,,,,,620,4.0,4,,,,,,,,
,,,,,633,13.0,13,,,,,,,,
,,,,,643,10.0,10,,,,,,,,
,,,,,649,6.0,6,,,,,,,,
,,,,,654,5.0,5,,,,,,,,
,,,,,659,5.0,5,,,,,,,,
,,,,,672,13.0,13,,,,,,,,
,,,,,677,5.0,5,,,,,,,,
,,,,,685,8.0,8,,,,,,,,
,,,,,694,9.0,9,,,,,,,,
